Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,RSI_7,STOCH_K,STOCH_D,ATR,BB_upper,BB_middle,BB_lower,BB_width,BB_position,Volume_SMA,Volume_ratio,VWAP,OBV,GAP,GAP_abs,Price_change,Volatility,High_Low_ratio,MOM_10,ROC_10,Spread,Close_to_High,Close_to_Low,Trend_strength,Above_VWAP
2025-04-19 00:00:00+00:00,1588.727294921875,1589.7666015625,1586.051025390625,1586.76611328125,0,0.0,0.0,,,,1586.76611328125,1586.76611328125,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,0.00234160292482653,,,3.715576171875,0.001887376598741585,0.00045086058340959275,,0
2025-04-19 01:00:00+00:00,1586.4437255859375,1590.025634765625,1586.4437255859375,1589.67431640625,0,0.0,0.0,,,,1587.2135291466345,1586.9815357349537,0.23199341168083265,0.046398682336166536,0.18559472934466612,,,,,,,,,,,,,,0.0,-0.020317278810916835,0.020317278810916835,0.0018327862566880349,,0.0022532346045478434,,,3.5819091796875,0.00022095138071581184,0.0020363727803325094,,0
2025-04-19 02:00:00+00:00,1589.6300048828125,1595.0048828125,1587.93408203125,1591.9073486328125,68978688,0.0,0.0,,,,1587.935655221431,1587.3464107644247,0.5892444570063162,0.15496783727019647,0.43427661973611975,,,,,,,,,,,,,,68978688.0,-0.002787459228609437,0.002787459228609437,0.001404710514296248,,0.004441716276592767,,,7.07080078125,0.0019420217537049567,0.002502160918720244,,0
2025-04-19 03:00:00+00:00,1592.0335693359375,1599.1375732421875,1591.842041015625,1598.1240234375,93229056,0.0,0.0,,,,1589.5030964854416,1588.1447524439118,1.35834404152979,0.3956430781221152,0.9627009634076749,,,,,,,,,,,,,,162207744.0,0.00792889757267613,0.00792889757267613,0.0039051737590296565,,0.004565060107706851,,,7.2955322265625,0.0006338102622606561,0.003946360417687535,,0
2025-04-19 04:00:00+00:00,1597.9129638671875,1610.8897705078125,1597.2646484375,1603.292724609375,0,0.0,0.0,1593.9529052734374,,,1591.6245777352774,1589.2668244561683,2.357753279109147,0.7880651183195216,1.5696881607896254,,,,,,,,,,,,,,162207744.0,-0.013206707815987862,0.013206707815987862,0.0032342303200958433,,0.008498212373309505,,,13.6251220703125,0.004716055708791687,0.003773999617265601,,0
2025-04-19 05:00:00+00:00,1603.3011474609375,1605.075927734375,1601.4560546875,1602.339599609375,544302080,0.0,0.0,1597.0676025390626,,,1593.2730426389846,1590.2351781712207,3.0378644677639386,1.2380249882084051,1.7998394795555335,,,,,,,,,,,,,,-382094336.0,0.0005253470831131064,0.0005253470831131064,-0.0005944797137604763,,0.0022591172606340553,,,3.619873046875,0.00170479668763236,0.0005517134980312716,,0
2025-04-19 06:00:00+00:00,1602.2208251953125,1602.4703369140625,1595.8804931640625,1596.4371337890625,2507264,0.0,0.0,1598.420166015625,,,1593.7598258928429,1590.694582291061,3.065243601781958,1.6034687109231158,1.4617748908588424,,70.6803030065728,,,,,,,,,,,,-384601600.0,-0.007412561862133054,0.007412561862133054,-0.0036836547144883935,,0.004127844191621464,,,6.58984375,0.003764939035700571,0.0003487984390963887,,0
2025-04-19 07:00:00+00:00,1596.41162109375,1603.0992431640625,1596.41162109375,1600.93212890625,0,0.0,0.0,1600.2251220703124,,,1594.8632571256746,1591.4529190773712,3.4103380483034016,1.9648425783991732,1.4454954699042284,,75.40789070368263,,,,,,,,,,,,-384601600.0,-0.0015981020970081616,0.0015981020970081616,0.002815641795125945,,0.004177330162573135,,,6.6876220703125,0.0013518278840524134,0.0028316680690427844,,0
2025-04-19 08:00:00+00:00,1600.857666015625,1604.54052734375,1598.982177734375,1602.529296875,0,0.0,0.0,1601.1061767578126,,,1596.04264785634,1592.2733915068252,3.7692563495147624,2.3257253326222913,1.443531016892471,,74.19427468639434,,,,,,,,,,,,-384601600.0,-0.0046512209531251476,0.0046512209531251476,0.0009976487696834457,,0.00346848548741918,,,5.558349609375,0.001253461931609486,0.0022183606484288483,,0
2025-04-19 09:00:00+00:00,1602.484619140625,1605.500244140625,1598.0528564453125,1598.5823974609375,0,0.0,0.0,1600.164111328125,,,1596.4333785647395,1592.7407252812038,3.6926532835357193,2.599110922804977,1.0935423607307424,,61.80170069495403,,,,,,,,,,,,-384601600.0,-0.0027879511758145997,0.0027879511758145997,-0.0024629187258911056,,0.004658744965002333,,,7.4473876953125,0.004308841873387825,0.00033136639597948215,,0
2025-04-19 10:00:00+00:00,1598.2630615234375,1599.86083984375,1594.9884033203125,1596.7083740234375,668134400,0.0,0.0,1599.0378662109374,,,1596.4756855583853,1593.034625188036,3.4410603703493052,2.767500812313843,0.6735595580354623,,47.04301486524388,,,,,,,,,,,,-1052736000.0,-0.01997619503425085,0.01997619503425085,-0.001172303311031464,,0.00305155067932648,9.9422607421875,0.6265738005727919,4.8724365234375,0.001970462518865319,0.001078359378378244,,0
2025-04-19 11:00:00+00:00,1596.5841064453125,1597.7325439453125,1595.2874755859375,1596.1968994140625,0,0.0,0.0,1598.9898193359375,,,1596.4327953823356,1593.2688677232973,3.163927659038336,2.8467861816587416,0.3171414773795944,,31.59810817826684,,,,,,,,,,,,-1052736000.0,-0.007782734790315312,0.007782734790315312,-0.00032033063626146774,,0.001531808738804432,6.5225830078125,0.4103093910806833,2.445068359375,0.0009611399211147083,0.0005700689324292321,,0
2025-04-19 12:00:00+00:00,1596.5888671875,1598.4464111328125,1595.9278564453125,1597.0418701171875,0,0.0,0.0,1598.211767578125,,,1596.5264991876975,1593.5483493821039,2.9781498055936027,2.873058906445714,0.10509089914788872,,36.18367853709163,,,,,,,,,,,,-1052736000.0,0.024556354769351127,0.024556354769351127,0.0005293649570645709,,0.0015770123092109,5.134521484375,0.3225389648954578,2.5185546875,0.0008786913379408243,0.0006980351068978122,,0
2025-04-19 13:00:00+00:00,1596.988037109375,1604.7149658203125,1595.7237548828125,1604.4837646484375,31753216,0.0,0.0,1598.6026611328125,,,1597.7506938739652,1594.358380142573,3.392313731392278,2.976909871435027,0.41540385995725115,70.09094306714837,69.42558408185397,74.20962359752113,,6.001377650669643,,,,,,,,,-1020982784.0,-0.0033707950192032126,0.0033707950192032126,0.004659799264188358,,0.005603803002313387,6.3597412109375,0.3979504167178436,8.9912109375,0.00014407616106254268,0.00548967810927169,,0
2025-04-19 14:00:00+00:00,1604.3330078125,1607.026123046875,1603.692626953125,1605.8111572265625,0,0.0,0.0,1600.0484130859375,,,1598.9907651589801,1595.2067340006463,3.784031158333846,3.138334128814791,0.6456970295190554,70.96501105918207,63.9052595690201,79.22521496839141,,5.974086216517857,,,,,,,,,-1020982784.0,-0.009395971418291835,0.009395971418291835,0.0008273019692510708,,0.0020758954617723334,2.5184326171875,0.1570787778508188,3.33349609375,0.0007560336468015592,0.0013210326204857108,,0
2025-04-19 15:00:00+00:00,1605.785888671875,1611.249755859375,1603.718505859375,1606.4755859375,0,0.0,0.0,1602.00185546875,,,1600.1422760479832,1596.0414637737465,4.1008122742366595,3.330829757899165,0.7699825163374947,69.45616157960804,61.878481459163126,79.52377462016105,77.65287106202453,6.256181989397321,,,,,,,,,-1020982784.0,-0.001573569505591303,0.001573569505591303,0.0004137651603348669,,0.004688057550283247,4.135986328125,0.2581217071046168,7.53125,0.002963022898537944,0.0017191795617819974,,0
