Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,VWAP,RSI_16,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,ATRr_7,VWAPSignal,TotalSignal
2024-06-18 00:00:00,3510.565185546875,3514.17724609375,3457.478515625,3471.785400390625,0,0.0,0.0,,,,,,,0,0
2024-06-18 01:00:00,3472.051025390625,3478.992431640625,3371.59033203125,3406.455810546875,1559975936,0.0,0.0,3419.0128580729165,,,,,,0,0
2024-06-18 02:00:00,3408.688720703125,3441.502197265625,3386.243896484375,3431.98193359375,741089280,0.0,0.0,3419.301583031853,,,,,,0,0
2024-06-18 03:00:00,3430.571533203125,3440.067138671875,3421.8564453125,3440.067138671875,104728576,0.0,0.0,3419.941297215163,,,,,,0,0
2024-06-18 04:00:00,3440.171875,3454.772705078125,3429.65234375,3444.453857421875,145285120,0.0,0.0,3421.252202186419,,,,,,0,0
2024-06-18 05:00:00,3444.778076171875,3460.0478515625,3444.778076171875,3445.163818359375,119214080,0.0,0.0,3422.535482638653,,,,,,0,0
2024-06-18 06:00:00,3445.40673828125,3451.2587890625,3433.409423828125,3434.176513671875,0,0.0,0.0,3422.535482638653,,,,,,0,0
2024-06-18 07:00:00,3436.09423828125,3453.5556640625,3436.09423828125,3443.450439453125,0,0.0,0.0,3422.535482638653,,,,,36.973423549107146,0,0
2024-06-18 08:00:00,3443.40380859375,3450.908203125,3441.132080078125,3447.39501953125,0,0.0,0.0,3422.535482638653,,,,,33.08809490593113,0,0
2024-06-18 09:00:00,3447.344482421875,3447.5185546875,3429.5703125,3433.222412109375,0,0.0,0.0,3422.535482638653,,,,,30.92525880329811,0,0
2024-06-18 10:00:00,3431.2060546875,3433.65771484375,3417.500244140625,3424.36865234375,0,0.0,0.0,3422.535482638653,,,,,28.815574788987668,0,0
2024-06-18 11:00:00,3425.68603515625,3426.02978515625,3394.841064453125,3414.24267578125,308547584,0.0,0.0,3421.4136129618996,,,,,29.154595633864428,0,0
2024-06-18 12:00:00,3412.955322265625,3415.299072265625,3384.365478515625,3406.05419921875,468717568,0.0,0.0,3418.761462267499,,,,,29.408738221883794,0,0
2024-06-18 13:00:00,3406.841552734375,3406.841552734375,3377.486328125,3390.272216796875,256251904,0.0,0.0,3416.877658441228,,3390.3138588637416,3430.9350062779017,3471.556153692062,29.401093420096824,0,0
2024-06-18 14:00:00,3390.37060546875,3436.21630859375,3374.0234375,3406.73291015625,522768384,0.0,0.0,3415.4898888863995,,3390.8725635948504,3426.288399832589,3461.704236070328,34.085633087761565,0,0
2024-06-18 15:00:00,3399.75830078125,3427.57421875,3396.936767578125,3418.990478515625,132841472,0.0,0.0,3415.4597395923006,,3393.214459546069,3427.1837332589284,3461.153006971788,33.593035671206344,0,0
2024-06-18 16:00:00,3422.6826171875,3426.575439453125,3404.466064453125,3419.364013671875,0,0.0,0.0,3415.4597395923006,37.778169895949546,3392.200855979856,3426.282453264509,3460.364050549162,31.95251271817687,0,0
2024-06-18 17:00:00,3421.968994140625,3433.337646484375,3404.763427734375,3407.605224609375,0,0.0,0.0,3415.4597395923006,35.690773105238115,3389.533712251295,3423.9637451171875,3458.39377798308,31.4698992941516,0,0
2024-06-18 18:00:00,3407.558837890625,3419.10986328125,3393.383544921875,3402.870361328125,0,0.0,0.0,3415.4597395923006,34.86338882982746,3386.97430820186,3420.993495396205,3455.0126825905504,30.649387732040655,0,0
2024-06-18 19:00:00,3401.81640625,3422.92822265625,3389.407470703125,3422.92822265625,103413760,0.0,0.0,3415.373884181544,41.0395420320528,3388.0784327801593,3419.4052385602677,3450.732044340376,31.059582620766992,0,0
2024-06-18 20:00:00,3420.638671875,3464.388427734375,3413.86767578125,3461.947265625,404183040,0.0,0.0,3417.9782334530346,50.73283212533969,3383.700906555583,3421.3888636997767,3459.0768208439704,33.83974966824671,0,0
