Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,RSI_7,STOCH_K,STOCH_D,ATR,BB_upper,BB_middle,BB_lower,BB_width,BB_position,Volume_SMA,Volume_ratio,VWAP,OBV,GAP,GAP_abs,Price_change,Volatility,High_Low_ratio,MOM_10,ROC_10,Spread,Close_to_High,Close_to_Low,Trend_strength,Above_VWAP
2025-04-08 00:00:00+00:00,1552.02001953125,1561.1080322265625,1546.1878662109375,1546.1878662109375,0,0.0,0.0,,,,1546.1878662109375,1546.1878662109375,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,0.009649646295691166,,,14.920166015625,0.009557420567713566,0.0,,0
2025-04-08 01:00:00+00:00,1544.3751220703125,1592.4334716796875,1543.577392578125,1592.4334716796875,650039296,0.0,0.0,,,,1553.3025747445913,1549.61346661603,3.6891081285612017,0.7378216257122404,2.951286502848961,,,,,,,,,,,,,,650039296.0,-0.11723957872385074,0.11723957872385074,0.029909434991285178,,0.030680138272922295,,,48.8560791015625,0.0,0.03165120151180871,,0
2025-04-08 02:00:00+00:00,1590.427978515625,1617.33984375,1587.014404296875,1588.0186767578125,145330176,0.0,0.0,,,,1558.643513515856,1552.4582969969028,6.185216518953212,1.8273006043604347,4.357915914592777,,,,,,,,,,,,,,504709120.0,-0.12593889790241095,0.12593889790241095,-0.002772357527261904,,0.0190963997445163,,,30.325439453125,0.018129255335850004,0.0006328061410270828,,0
2025-04-08 03:00:00+00:00,1588.7095947265625,1591.3104248046875,1579.6954345703125,1583.8267822265625,0,0.0,0.0,,,,1562.5178625482724,1554.781888495396,7.735974052876372,3.0090352940636227,4.72693875881275,,,,,,,,,,,,,,504709120.0,0.04350817650083415,0.04350817650083415,-0.0026397010265700738,,0.007333497807156985,,,11.614990234375,0.004702817540483038,0.002615281126879849,,0
2025-04-08 04:00:00+00:00,1584.3145751953125,1600.011474609375,1584.246337890625,1599.257568359375,0,0.0,0.0,1581.944873046875,,,1568.1701249807497,1558.0763833001351,10.093741680614585,4.425976571373815,5.6677651092407695,,,,,,,,,,,,,,504709120.0,0.030798378599473788,0.030798378599473788,0.009742723324276392,,0.009857784656240789,,,15.76513671875,0.00047118802706340457,0.009475313345989481,,0
2025-04-08 05:00:00+00:00,1599.083984375,1599.951416015625,1582.3515625,1590.8231201171875,0,0.0,0.0,1590.871923828125,,,1571.6552011555864,1560.5020675088058,11.153133646780589,5.77140798645517,5.381725660325419,,,,,,,,,,,,,,504709120.0,-0.01085403551055719,0.01085403551055719,-0.005273977381166972,,0.011063362917637575,,,17.599853515625,0.005705358179668846,0.0053537771364810085,,0
2025-04-08 06:00:00+00:00,1589.8262939453125,1589.8262939453125,1575.2628173828125,1576.9022216796875,0,0.0,0.0,1587.765673828125,,,1572.4624350823713,1561.716893743686,10.74554133868537,6.766234656901211,3.97930668178416,,66.57754574420143,,,,,,,,,,,,504709120.0,-0.06266103121518432,0.06266103121518432,-0.008750751897844244,,0.009235497523104033,,,14.5634765625,0.008129235448454324,0.00104071795435301,,0
2025-04-08 07:00:00+00:00,1576.3482666015625,1577.6790771484375,1562.5909423828125,1570.2684326171875,0,0.0,0.0,1584.215625,,,1572.1248962415737,1562.350341067649,9.774555173924682,7.367898760305906,2.4066564136187765,,62.12855277298897,,,,,,,,,,,,504709120.0,-0.035129323207810384,0.035129323207810384,-0.0042068487007608235,,0.009608634073142133,,,15.088134765625,0.004697181219291002,0.00491330778013311,,0
2025-04-08 08:00:00+00:00,1569.7425537109375,1569.7425537109375,1555.510986328125,1566.2471923828125,0,0.0,0.0,1580.69970703125,,,1571.2206341094566,1562.6389967206242,8.581637388832405,7.610646486011206,0.9709909028211987,,27.048847082184977,,,,,,,,,,,,504709120.0,-0.033489745786553865,0.033489745786553865,-0.002560861665971803,,0.009086412063195009,,,14.2315673828125,0.0022267099276004326,0.006902044504379198,,0
2025-04-08 09:00:00+00:00,1566.0341796875,1574.7626953125,1564.67041015625,1568.2176513671875,0,0.0,0.0,1574.4917236328124,,,1570.7586367644922,1563.0522303981475,7.706406366344709,7.629798462077908,0.07660790426680109,,31.868360339092177,,,,,,,,,,,,504709120.0,-0.013600196466333824,0.013600196466333824,0.001258076626702298,,0.006435513047217296,,,10.09228515625,0.004156209671968184,0.0022670852518922933,,0
2025-04-08 10:00:00+00:00,1567.9365234375,1571.6082763671875,1565.6529541015625,1566.0435791015625,0,0.0,0.0,1569.5358154296875,,,1570.0332432778875,1563.2738117835856,6.759431494301907,7.455725068522708,-0.6962935742208005,,33.091215510397376,,,,,,,,,,,,504709120.0,-0.01792658878966258,0.01792658878966258,-0.0013863332450885224,,0.0038027819564520433,19.855712890625,1.2841720805430379,5.955322265625,0.0035407660733932627,0.0002494965432643769,,0
2025-04-08 11:00:00+00:00,1565.7999267578125,1588.252685546875,1565.701171875,1588.252685546875,0,0.0,0.0,1571.805908203125,,,1572.8362343961933,1565.1240987290146,7.7121356671787,7.5070071882539064,0.20512847892479336,,40.731015196068356,,,,,,,,,,,,504709120.0,-0.01555846510285385,0.01555846510285385,0.014181665658406395,,0.01419894572009488,-4.1807861328125,-0.2625407093712139,22.551513671875,0.0,0.014403459662017441,,0
