Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_signal,MACD_histogram,RSI,RSI_7,STOCH_K,STOCH_D,ATR,BB_upper,BB_middle,BB_lower,BB_width,BB_position,Volume_SMA,Volume_ratio,VWAP,OBV,GAP,GAP_abs,Price_change,Volatility,High_Low_ratio,MOM_10,ROC_10,Spread,Close_to_High,Close_to_Low,Trend_strength,Above_VWAP,VWAP_pta,RSI_16_pta,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,ATRr_7_pta,VWAPSignal_pta,TotalSignal_pta,BTC_Close,BTC_Price_change,ETH_BTC_corr_3h,hour_of_day,day_of_week
2025-04-20 00:00:00,1613.12060546875,1614.3502197265625,1609.14794921875,1610.443603515625,0,0.0,0.0,1613.6671875,1592.1269409179688,1601.9022607421875,1610.443603515625,1610.443603515625,0.0,0.0,0.0,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,0.0,-0.022512357920112816,0.022512357920112816,0.0,0.0038017250937920173,0.0032303338635738983,-36.8870849609375,-2.2904921898793837,5.2022705078125,0.002419931042967368,0.0008051803424937074,0.007481186341799886,0,1615.082763671875,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,85168.6328125,0.0,0.0,0,6
2025-04-20 01:00:00,1610.0810546875,1618.418212890625,1610.0810546875,1616.7490234375,51426816,0.0,0.0,1613.6671875,1592.1269409179688,1601.9022607421875,1611.4136681189905,1610.910671657986,0.5029964610043862,0.10059929220087725,0.40239716880350895,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,51426816.0,-0.022512357920112816,0.022512357920112816,0.003915331097661623,0.0038017250937920173,0.005156742377613254,-36.8870849609375,-2.2904921898793837,8.337158203125,0.0010313709026690287,0.00414138700072723,0.007481186341799886,0,1615.082763671875,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,85274.5390625,0.001243488905512402,1.0,1,6
2025-04-20 02:00:00,1617.2071533203125,1618.295166015625,1613.7503662109375,1615.8565673828125,0,0.0,0.0,1613.6671875,1592.1269409179688,1601.9022607421875,1612.0971910826554,1611.2770343042696,0.8201567783858081,0.24451078943786345,0.5756459889479447,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,51426816.0,0.02833648736885786,0.02833648736885786,-0.0005520065525012052,0.0038017250937920173,0.0028126257592582422,-36.8870849609375,-2.2904921898793837,4.5447998046875,0.001506893602615479,0.0013051592216337213,0.007481186341799886,0,1615.082763671875,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,85224.234375,-0.0005899145049981236,0.9786411881806962,2,6
2025-04-20 03:00:00,1615.8690185546875,1615.8690185546875,1610.3375244140625,1611.036865234375,528157696,0.0,0.0,1613.6671875,1592.1269409179688,1601.9022607421875,1611.9340640290739,1611.2592440027959,0.6748200262779847,0.3305726368058877,0.34424738947209693,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-476730880.0,0.0007705617024639163,0.0007705617024639163,-0.0029827536959199374,0.0038017250937920173,0.003433499418910115,-36.8870849609375,-2.2904921898793837,5.531494140625,0.0029904362697878908,0.000434282136328508,0.007481186341799886,0,1612.651228451118,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,85151.6875,-0.0008512470136227135,0.9713284296070671,3,6
2025-04-20 04:00:00,1611.3419189453125,1616.816650390625,1611.068603515625,1614.2498779296875,0,0.0,0.0,1613.6671875,1592.1269409179688,1601.9022607421875,1612.2903430907068,1611.480772441825,0.809570648881845,0.4263722392210792,0.38319840966076585,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-476730880.0,0.018935240870054236,0.018935240870054236,0.001994375650022695,0.0038017250937920173,0.00356081605059311,-36.8870849609375,-2.2904921898793837,5.748046875,0.0015875470235399694,0.00197463621792419,0.007481186341799886,0,1612.651228451118,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,85175.5859375,0.00028065723888315297,0.9588476530591344,4,6
2025-04-20 05:00:00,1614.2764892578125,1615.5560302734375,1609.96044921875,1609.96044921875,0,0.0,0.0,1613.570556640625,1592.1269409179688,1601.9022607421875,1611.9318978796364,1611.3681559067822,0.5637419728541317,0.4538461859476897,0.10989578690644203,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-476730880.0,0.001648525949348662,0.001648525949348662,-0.002657227217163438,0.0038017250937920173,0.0034756015636302207,-36.8870849609375,-2.2904921898793837,5.5955810546875,0.0034635635965782206,0.0,0.007481186341799886,0,1612.651228451118,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,85096.34375,-0.0009303392119679454,0.9931756070376596,5,6
2025-04-20 06:00:00,1609.9521484375,1612.0579833984375,1603.551025390625,1605.32861328125,0,0.0,0.0,1611.286474609375,1592.1269409179688,1601.9022607421875,1610.916007941423,1610.920782378965,-0.004774437541982479,0.3621220612497553,-0.3668964987917378,25.79245488544352,39.410771687928346,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-476730880.0,-0.0005155891409648007,0.0005155891409648007,-0.0028769874065835976,0.0038017250937920173,0.005299200386408424,-36.8870849609375,-2.2904921898793837,8.5069580078125,0.004174397066662002,0.0011085321654744223,0.007481186341799886,0,1612.651228451118,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,84946.890625,-0.0017562813913494235,0.9305295401751488,6,6
2025-04-20 07:00:00,1605.3314208984375,1605.3314208984375,1592.1287841796875,1596.52099609375,946957312,0.0,0.0,1607.4193603515625,1592.1269409179688,1601.9022607421875,1608.7013907340886,1609.8541315430232,-1.1527408089345954,0.05914948721288519,-1.2118902961474807,25.79245488544352,28.879201789603115,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-1423688192.0,0.00017489361145574446,0.00017489361145574446,-0.0054864886320673545,0.0038017250937920173,0.008269629244496778,-36.8870849609375,-2.2904921898793837,13.20263671875,0.0054882279696217935,0.0027587039174883704,0.007481186341799886,0,1603.5587675769602,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.356916155133929,0,0,84786.0546875,-0.0018933705085217856,0.6634545837338848,7,6
2025-04-20 08:00:00,1596.527099609375,1596.8592529296875,1587.8094482421875,1589.73876953125,0,0.0,0.0,1603.1597412109375,1592.1269409179688,1601.9022607421875,1605.7840643951904,1608.3641047273363,-2.580040332145927,-0.46868847665887725,-2.11135185548705,25.79245488544352,9.609360738928842,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-1423688192.0,0.0003823009932179804,0.0003823009932179804,-0.004248128636638149,0.0038017250937920173,0.005692636338087435,-36.8870849609375,-2.2904921898793837,9.0498046875,0.004459055101677785,0.0012150836431905536,0.007481186341799886,0,1603.5587675769602,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.598757374043367,0,0,84642.2734375,-0.0016958124839036026,0.6552498604962387,8,6
2025-04-20 09:00:00,1589.750244140625,1592.974609375,1589.32373046875,1591.181640625,758461952,0.0,0.0,1598.54609375,1592.1269409179688,1601.9022607421875,1603.537537661315,1607.0913296086449,-3.5537919473299553,-1.085709170793093,-2.4680827765368623,25.79245488544352,13.699136912351534,20.936922520051056,19.726065965179725,8.361580984933036,1624.5837201335319,1592.1269409179688,1559.6701617024057,0.040771597265792825,0.4069452471454352,209969792.0,0.0,1587.8836562996376,-665226240.0,0.0007217921330800407,0.0007217921330800407,0.0009076152141496152,0.0038017250937920173,0.002294445092274928,-36.8870849609375,-2.2904921898793837,3.65087890625,0.0011255476009774364,0.0011689941581014675,0.007481186341799886,0,1599.4432389745607,32.435761013789886,1564.5741188455386,1597.1905779157366,1629.8070369859347,7.034774735787172,0,0,84521.515625,-0.0014266844166133108,0.9684975919438839,9,6
