Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Price_change,VWAP,RSI_16,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,ATRr_7,VWAPSignal,TotalSignal,BTC_Close,BTC_Price_change,ETH_BTC_corr_3h,hour_of_day,day_of_week
2025-04-20 10:00:00,1591.9383544921875,1591.9481201171875,1571.859619140625,1573.5565185546875,0,0.0,0.0,-0.011076750523208334,1600.3306479275054,32.67458144774126,1580.1288956854742,1606.20463344029,1632.280371195106,8.98715494473536,0,0,84165.1171875,-0.004216659330640082,0.9374262147956136,10,6
2025-04-20 11:00:00,1573.9873046875,1578.87060546875,1567.157470703125,1571.5086669921875,1084620800,0.0,0.0,-0.0013014159570073902,1591.8415260988043,31.801274195021296,1572.39150350345,1602.735342843192,1633.0791821829341,9.37658063343388,0,0,84126.890625,-0.00045418534159280544,0.9107597385487257,11,6
2025-04-20 12:00:00,1572.483642578125,1579.21044921875,1571.6702880859375,1576.6466064453125,142958080,0.0,0.0,0.0032694311912124796,1591.2228969102798,36.35376408489433,1567.9768586891462,1599.7552490234375,1631.5336393577288,9.13732371816654,0,0,84364.5859375,0.002825437986999191,0.9861045715179045,12,6
2025-04-20 13:00:00,1576.3956298828125,1580.45458984375,1572.2972412109375,1577.889892578125,0,0.0,0.0,0.0007885636056488288,1591.2228969102798,37.431809741359814,1564.5741188455386,1597.1905779157366,1629.8070369859347,8.997327277401677,0,0,84366.5546875,2.333621362704541e-05,0.9430550117879198,13,6
2025-04-20 14:00:00,1577.9898681640625,1582.56591796875,1577.0537109375,1580.5650634765625,686813184,0.0,0.0,0.001695410377505091,1589.4743287640938,39.773145908355346,1562.2782865177587,1595.056396484375,1627.8345064509913,8.499452956522866,0,0,84633.2421875,0.0031610571391451625,0.7142879931529613,14,6
2025-04-20 15:00:00,1580.5853271484375,1580.63427734375,1571.7542724609375,1573.3377685546875,0,0.0,0.0,-0.004572601969309642,1589.4743287640938,35.90166002735749,1559.7644905498407,1591.9555925641741,1624.1466945785075,8.553817517421384,0,0,84359.3671875,-0.003236021602401218,0.9292688021897513,15,6
2025-04-20 16:00:00,1573.3077392578125,1581.737060546875,1572.7454833984375,1580.7435302734375,0,0.0,0.0,0.00470703867075728,1589.4743287640938,42.065452863268014,1559.7186373063655,1589.447518484933,1619.1763996635004,8.616354607566544,0,0,84606.5,0.002929524257225813,0.9374329357270991,16,6
2025-04-20 17:00:00,1581.02685546875,1581.02685546875,1576.6044921875,1579.6983642578125,0,0.0,0.0,-0.0006611863313742417,1589.4743287640938,41.46520675127833,1559.681829609819,1587.2090541294642,1614.7362786491094,8.017212989521324,0,0,84568.921875,-0.0004441517495700209,0.999353371765008,17,6
2025-04-20 18:00:00,1579.6011962890625,1581.6688232421875,1578.68896484375,1581.4395751953125,0,0.0,0.0,0.0011022426666360552,1589.4743287640938,42.91277012744935,1561.705735862858,1584.8654610770088,1608.0251862911596,7.297590905080777,0,0,84573.3984375,5.293389581839669e-05,0.9817766692815809,18,6
2025-04-20 19:00:00,1581.462646484375,1586.3072509765625,1579.71728515625,1586.08642578125,0,0.0,0.0,0.0029383674588792097,1589.4743287640938,46.667280213788494,1564.5796515840532,1583.1601736886162,1601.7406957931792,7.196501607256737,0,0,84644.1953125,0.0008371057130016624,0.9931644084336103,19,6
2025-04-20 20:00:00,1586.0439453125,1598.10302734375,1585.8389892578125,1587.046630859375,272017920,0.0,0.0,0.0006053926586326863,1589.5242930216357,47.42934467726917,1567.6304293751211,1581.8543178013392,1596.0782062275573,7.920435389925418,0,0,85047.109375,0.004760090884111667,-0.5405198341211058,20,6
2025-04-20 21:00:00,1589.2662353515625,1589.5963134765625,1584.8192138671875,1588.193359375,708201472,0.0,0.0,0.0007225550234803979,1589.2618319903377,48.3691387152382,1568.974362446961,1581.259486607143,1593.5446107673247,7.471387421275359,0,0,84994.2421875,-0.0006216223912666186,-0.29841865579991694,21,6
2025-04-20 22:00:00,1588.4439697265625,1588.4439697265625,1575.360107421875,1581.2911376953125,204837376,0.0,0.0,-0.0043459580276823395,1588.9836397940624,43.38915932644568,1569.3015332338755,1580.6560843331474,1592.0106354324193,8.273169547477092,0,0,84817.9296875,-0.0020744052239568544,0.6491659789400664,22,6
2025-04-20 23:00:00,1581.796875,1587.0379638671875,1581.796875,1586.8194580078125,37735424,0.0,0.0,0.003496079994830925,1588.958296625828,47.96613200824474,1569.9648348678215,1580.3444998604912,1590.7241648531608,7.912263350962507,0,0,85125.859375,0.003630478704615081,0.9032781022160927,23,6
2025-04-21 00:00:00,1587.328857421875,1619.4686279296875,1587.265869140625,1610.6282958984375,1249982976,0.0,0.0,0.01500412524592809,1605.78759765625,62.058096840101264,1564.866360785727,1582.9924839564733,1601.1186071272195,11.44610714680715,0,0,86634.2890625,0.0177199936491097,0.991444830233249,0,0
2025-04-21 01:00:00,1609.0545654296875,1628.36669921875,1609.0545654296875,1625.584228515625,84361216,0.0,0.0,0.009285775405333263,1606.7494868282456,67.88567677615188,1559.4779908260157,1586.85502406529,1614.2320573045645,12.569825238557913,0,0,87289.03125,0.0075575409527242066,0.9679812057377893,1,0
2025-04-21 02:00:00,1628.434814453125,1640.8963623046875,1626.699462890625,1632.009521484375,1301870592,0.0,0.0,0.003952605380908025,1619.8127112965162,69.99739628574046,1555.599773579331,1590.8095179966517,1626.0192624139725,12.961583602915711,0,0,87361.0234375,0.0008247564037433541,0.9953428693982049,2,0
2025-04-21 03:00:00,1632.3759765625,1641.9613037109375,1632.3759765625,1634.2884521484375,0,0.0,0.0,0.0013963954462654637,1619.8127112965162,70.72566458124766,1554.006127380211,1594.8379865373884,1635.6698456945658,12.531611977722395,0,0,87203.0546875,-0.0018082291596894784,0.9988929921139411,3,0
2025-04-21 04:00:00,1634.3841552734375,1640.2119140625,1632.256591796875,1640.1416015625,402366464,0.0,0.0,0.00358146654366176,1622.159707830747,72.55101389733538,1553.0173744156607,1599.0934535435267,1645.1695326713927,11.877856304565626,0,0,87332.1875,0.00148082900263935,0.9478610589982475,4,0
2025-04-21 05:00:00,1640.1761474609375,1654.58984375,1638.1134033203125,1648.201171875,584435712,0.0,0.0,0.004913947859637169,1626.1616028461585,74.85393946328409,1554.359742643163,1604.4408394949776,1654.5219363467922,12.53479689386875,0,0,87541.4921875,0.002396650003757106,0.9845570809915722,5,0
2025-04-21 06:00:00,1648.1492919921875,1655.6551513671875,1646.737548828125,1647.9329833984375,1030693888,0.0,0.0,-0.00016271586329319465,1631.4653237724287,74.63169352182481,1556.3629988171872,1609.2400861467634,1662.1171734763395,12.018054843182142,0,0,87496.5859375,-0.0005129710366806872,0.9983779142252266,6,0
2025-04-21 07:00:00,1648.482421875,1649.8421630859375,1642.7451171875,1645.48681640625,0,0.0,0.0,-0.0014843849943114718,1631.4653237724287,72.53637647648938,1560.706851896524,1613.9392613002233,1667.1716707039225,11.31505356536148,0,0,87435.6796875,-0.000696098588846672,0.98963339309573,7,0
2025-04-21 08:00:00,1645.5531005859375,1648.8831787109375,1644.4888916015625,1648.8831787109375,652352512,0.0,0.0,0.002064047108019551,1633.4266723853807,73.63272426344996,1565.955530955196,1618.7566615513392,1671.5577921474824,10.326372643077695,0,0,87595.40625,0.001826789281799801,0.9516451181288177,8,0
2025-04-21 09:00:00,1648.935302734375,1652.495361328125,1640.1046142578125,1642.267822265625,98979840,0.0,0.0,-0.0040120225196815795,1633.6378019343658,67.99342206938034,1572.0101443845383,1622.7696184430804,1673.5290925016225,10.62128327553981,0,0,87493.8125,-0.0011598068249155657,0.9604602074054944,9,0
2025-04-21 10:00:00,1642.4818115234375,1642.7054443359375,1629.4305419921875,1635.4449462890625,0,0.0,0.0,-0.004154545247772035,1633.6378019343658,62.709787431850614,1579.2158435797967,1626.2266409737724,1673.2374383677482,11.000371713855552,0,0,87355.2578125,-0.0015835941255846198,0.9955693145918357,10,0
2025-04-21 11:00:00,1635.6158447265625,1635.6158447265625,1619.1925048828125,1626.1162109375,585061376,0.0,0.0,-0.005704096229426803,1632.9870230171323,56.32625887847392,1586.8952653455035,1628.9354160853795,1670.9755668252556,11.775081446697616,0,0,86966.71875,-0.004447803970013653,0.9990866378737807,11,0
2025-04-21 12:00:00,1626.5408935546875,1630.763671875,1624.3106689453125,1624.3106689453125,0,0.0,0.0,-0.0011103400728946777,1632.9870230171323,55.166900760644765,1599.0362622538853,1632.0082397460938,1664.9802172383022,11.014784515696173,0,0,87066.625,0.0011487871617554823,0.9802083406519528,12,0
2025-04-21 13:00:00,1624.1300048828125,1629.0325927734375,1613.850830078125,1613.850830078125,450210816,0.0,0.0,-0.006439555601749025,1632.0030665809381,48.94197322731375,1609.793643869173,1633.9390520368304,1658.0844602044879,11.61006711278422,0,0,87080.609375,0.00016061694133662208,0.532959231848011,13,0
2025-04-21 14:00:00,1612.3983154296875,1638.58837890625,1610.6356201171875,1629.7735595703125,1712236544,0.0,0.0,0.009866295691911331,1630.812112146159,56.848301690424066,1614.685631154959,1635.3065708705358,1655.9275105861125,13.944737352252545,0,0,88168.6015625,0.012494081005045787,0.9678941103968439,14,0
2025-04-21 15:00:00,1633.021240234375,1633.021240234375,1620.63916015625,1623.3326416015625,0,0.0,0.0,-0.003952032434768493,1630.812112146159,53.28790455060965,1614.191575796246,1635.145743233817,1656.099910671388,13.721500598805752,0,0,88072.875,-0.0010857216832700356,0.9747549395028038,15,0
2025-04-21 16:00:00,1623.7269287109375,1625.66845703125,1593.80712890625,1593.80712890625,369428480,0.0,0.0,-0.018188208589327015,1629.6683403667992,40.79493685426505,1602.5048885605352,1632.417000906808,1662.3291132530808,16.312904531119216,0,0,87082.0625,-0.011249916617346756,0.9958203197810765,16,0
2025-04-21 17:00:00,1589.048583984375,1589.048583984375,1575.0318603515625,1576.59375,811513856,0.0,0.0,-0.010800164332344653,1625.3693958813665,35.60413117300162,1586.869455165336,1628.2959507533483,1669.7224463413606,16.6646708202004,0,0,86798.7890625,-0.003252948188956828,0.9559592813645643,17,0
2025-04-21 18:00:00,1577.145263671875,1578.894287109375,1569.7830810546875,1569.7830810546875,1412653056,0.0,0.0,-0.004319862961090992,1618.461445442304,33.78960202819293,1572.740625374357,1623.2703421456474,1673.8000589169378,15.585604425127128,0,0,86825.546875,0.00030827402996069786,0.983793920540485,18,0
2025-04-21 19:00:00,1568.2896728515625,1580.265625,1568.2896728515625,1574.962646484375,1634665472,0.0,0.0,0.003299542141967482,1612.6579105320902,36.418226054351685,1563.8822734893733,1618.03901890346,1672.1957643175465,15.069939814171466,0,0,87380.0625,0.00638654917772441,0.994698102381316,19,0
2025-04-21 20:00:00,1574.076171875,1576.6451416015625,1572.272216796875,1575.5740966796875,0,0.0,0.0,0.00038823155373068907,1612.6579105320902,36.73450166011479,1557.3188266373068,1612.8705269949776,1668.4222273526484,13.541794812816615,0,0,87254.2890625,-0.0014393836980832742,0.6423183811992051,20,0
2025-04-21 21:00:00,1576.531982421875,1579.789306640625,1573.099853515625,1579.051513671875,126389248,0.0,0.0,0.002207079311290938,1612.3007446265844,38.58766240347414,1553.1820280390625,1608.1251482282366,1663.0682684174108,12.56288885741424,0,0,87295.8515625,0.0004763376155667576,0.9091137050625094,21,0
2025-04-21 22:00:00,1578.90283203125,1578.90283203125,1572.212890625,1577.9462890625,582931456,0.0,0.0,-0.0006999294195316752,1610.6999598904963,38.20823764798888,1551.0809591714465,1603.0582275390625,1655.0354959066785,11.745136598765779,0,0,87130.3515625,-0.0018958518307311545,0.9806290303838259,22,0
2025-04-21 23:00:00,1577.86669921875,1579.6524658203125,1572.8358154296875,1579.609130859375,0,0.0,0.0,0.0010538012658611873,1610.6999598904963,39.16816250339811,1550.215679513537,1598.5826067243304,1646.9495339351238,11.041067140459953,0,0,87519.1328125,0.004462064516302489,0.4766191313294598,23,0
2025-04-22 00:00:00,1579.4935302734375,1579.8662109375,1546.0216064453125,1566.016357421875,816283648,0.0,0.0,-0.008605149952573998,1563.9680582682292,34.49558949693585,1547.1932035911493,1593.6234218052455,1640.0536400193416,14.298715333563889,0,0,87596.9296875,0.000888912772555317,0.24034022355586235,0,1
2025-04-22 01:00:00,1567.5147705078125,1588.0721435546875,1567.0477294921875,1587.626708984375,394496000,0.0,0.0,0.013799569500076547,1569.4898794942965,45.5176165740881,1548.0471440767421,1590.8741716657366,1633.7011992547311,15.40686830488512,0,0,88420.2265625,0.00939869557000561,0.9999172353451308,1,1
2025-04-22 02:00:00,1587.828125,1593.130615234375,1570.3062744140625,1576.4190673828125,0,0.0,0.0,-0.00705936826216047,1569.4898794942965,41.64148699930136,1548.3685934994805,1587.4533429827009,1626.5380924659212,16.46650723566046,0,0,88144.65625,-0.003116598127072323,0.9284674844884777,2,1
2025-04-22 03:00:00,1576.686767578125,1579.529541015625,1572.536376953125,1578.926513671875,456393728,0.0,0.0,0.001590596270333977,1571.5451069593796,42.8038235602445,1548.566366510762,1584.958748953683,1621.351131396604,15.113172496637535,0,0,88116.859375,-0.0003153551920511699,0.9779241817069757,3,1
2025-04-22 04:00:00,1579.2696533203125,1585.7237548828125,1577.865478515625,1577.865478515625,0,0.0,0.0,-0.0006719978080439448,1571.5451069593796,42.42245025649851,1554.6057084623744,1581.2510288783483,1607.8963492943221,14.07675876385896,0,0,88051.453125,-0.0007422671491462696,0.9936185823539893,4,1
2025-04-22 05:00:00,1577.9866943359375,1583.90380859375,1574.8026123046875,1583.90380859375,0,0.0,0.0,0.003826897894873449,1571.5451069593796,45.376791964692245,1565.2325652630057,1578.4346836635045,1591.6368020640034,13.365964124602323,0,0,88380.6953125,0.003739202202973191,0.9045114462801697,5,1
2025-04-22 06:00:00,1583.784912109375,1584.9178466796875,1575.860107421875,1582.56787109375,391397376,0.0,0.0,-0.0008434461062292176,1573.364689152909,44.83390164713563,1567.1876877246086,1577.63187953404,1588.0760713434715,12.750503429346635,0,0,88183.6953125,-0.0022289935523073234,0.9781893426854595,6,1
2025-04-22 07:00:00,1583.267822265625,1619.2493896484375,1583.128662109375,1618.823486328125,0,0.0,0.0,0.022909358831680215,1573.364689152909,59.024978676350635,1557.04397629787,1580.6482892717634,1604.2526022456568,16.169219875823902,0,0,88456.234375,0.0030905833729715226,0.5737247050910614,7,1
2025-04-22 08:00:00,1619.1259765625,1632.127685546875,1619.1259765625,1626.8802490234375,1799704576,0.0,0.0,0.00497692476255529,1597.9374153644078,61.3798698274829,1552.052725624408,1584.7266584123884,1617.4005912003688,15.75993121052763,0,0,88398.9296875,-0.0006478309630167933,0.9984142304804499,8,1
2025-04-22 09:00:00,1627.19482421875,1631.4869384765625,1622.693603515625,1624.480712890625,722182144,0.0,0.0,-0.0014749310124410053,1602.39668167558,60.27930574108385,1550.2920426395317,1588.263663155692,1626.2352836718524,14.764703174871897,0,0,88511.1328125,0.001269281487871421,0.6991566861157301,9,1
2025-04-22 10:00:00,1625.1480712890625,1629.212890625,1615.8681640625,1627.919921875,0,0.0,0.0,0.002117112845406055,1602.39668167558,61.339099447332416,1549.7032847587318,1592.002650669643,1634.302016580554,14.561849373104483,0,0,88530.015625,0.00021333827621439205,-0.99997660273755,10,1
2025-04-22 11:00:00,1628.4713134765625,1634.0322265625,1626.3543701171875,1630.9110107421875,331710464,0.0,0.0,0.001837368550501095,1604.2898958946037,62.27290687230198,1549.6747525310516,1595.7069004603795,1641.7390483897075,13.578421811991344,0,0,88618.6015625,0.0010006316713557784,-0.7452700747188287,11,1
2025-04-22 12:00:00,1631.28662109375,1639.08447265625,1629.7723388671875,1636.20849609375,0,0.0,0.0,0.003248175600428116,1604.2898958946037,63.91928527487563,1550.5913346709572,1599.8684866768974,1649.1456386828377,12.96895209443008,0,0,89049.6171875,0.004863715037254579,0.9403342771429697,12,1
2025-04-22 13:00:00,1635.37646484375,1652.652099609375,1630.16455078125,1639.2674560546875,383673344,0.0,0.0,0.0018695416679723742,1606.927352913157,64.86370496482738,1552.3432923595358,1604.1297956194196,1655.9162988793034,14.328751627815068,0,0,90104.265625,0.011843379801165899,-0.14397501622260883,13,1
2025-04-22 14:00:00,1642.89599609375,1674.503662109375,1639.3785400390625,1670.5950927734375,567264256,0.0,0.0,0.019110753771778066,1612.2066061344858,72.67653308066684,1554.10373134668,1611.5997052873884,1669.0956792280967,17.315530831653987,0,0,90839.109375,0.00815548237259156,-0.10457212865139147,14,1
2025-04-22 15:00:00,1674.2698974609375,1723.5244140625,1674.2698974609375,1697.7569580078125,3580344320,0.0,0.0,0.016258796252826446,1644.9299492788957,77.33700848703717,1548.6499135647637,1619.4661516462054,1690.2823897276471,22.403215182712348,0,0,90849.25,0.0001116328095880359,-0.6296532681343601,15,1
2025-04-22 16:00:00,1702.2890625,1707.861328125,1689.915771484375,1691.0013427734375,80631808,0.0,0.0,-0.003979141538787867,1645.3645101190787,73.98893314817376,1552.2872364518228,1627.650599888393,1703.013963324963,21.766406819557012,0,0,90711.4453125,-0.001516850029031569,0.7138657611663066,16,1
2025-04-22 17:00:00,1692.0863037109375,1701.5296630859375,1686.9437255859375,1701.210693359375,0,0.0,0.0,0.006037458591956479,1645.3645101190787,75.68573428481858,1557.3776307662085,1636.3851841517858,1715.392737537363,20.74062548819173,2,0,91491.8671875,0.008603345171179333,0.14406075015350153,17,1
2025-04-22 18:00:00,1702.089111328125,1706.0205078125,1697.63037109375,1704.9033203125,0,0.0,0.0,0.002170587668852031,1645.3645101190787,76.28263923720529,1566.239732689762,1645.4593157087054,1724.6788987276489,18.976269949700054,2,0,91533.453125,0.0004545315204331768,0.8917229267914016,18,1
2025-04-22 19:00:00,1704.814453125,1704.814453125,1687.7166748046875,1698.1915283203125,0,0.0,0.0,-0.003936758121250716,1645.3645101190787,72.81680780098235,1577.9850038709776,1653.6227242606026,1729.2604446502276,18.72060931514469,2,0,91399.7265625,-0.0014609583483907729,0.8904871894223413,19,1
2025-04-22 20:00:00,1699.65771484375,1701.863525390625,1694.8673095703125,1697.152587890625,710838272,0.0,0.0,-0.0006117922580353152,1649.0174647496017,72.27462163184019,1594.3389398629133,1661.8073468889509,1729.2757539149884,17.04569595874009,2,0,91145.7890625,-0.002778317939784558,0.546991970677072,20,1
