Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,VWAP,RSI_16,BBL_14_2.0,BBM_14_2.0,BBU_14_2.0,ATRr_7,VWAPSignal,TotalSignal
2025-04-20 00:00:00,1613.12060546875,1613.12060546875,1612.4390869140625,1612.4390869140625,0,0.0,0.0,,,,,,,0,0
2025-04-20 00:05:00,1610.9649658203125,1611.0465087890625,1610.1295166015625,1611.0465087890625,10124288,0.0,0.0,1610.7408447265625,,,,,,0,0
2025-04-20 00:10:00,1611.35009765625,1613.1534423828125,1611.35009765625,1613.1534423828125,0,0.0,0.0,1610.7408447265625,,,,,,0,0
2025-04-20 00:15:00,1613.1195068359375,1614.3502197265625,1613.1195068359375,1613.875244140625,912085504,0.0,0.0,1613.7482739783322,,,,,,0,0
2025-04-20 00:20:00,1612.8328857421875,1612.89697265625,1612.49658203125,1612.84375,0,0.0,0.0,1613.7482739783322,,,,,,0,0
2025-04-20 00:25:00,1611.9404296875,1611.9404296875,1610.5322265625,1610.5322265625,636015104,0.0,0.0,1612.627185113817,,,,,,0,0
2025-04-20 00:30:00,1611.100830078125,1611.100830078125,1609.787353515625,1610.3975830078125,12423680,0.0,0.0,1612.6097944278067,,,,,,0,0
2025-04-20 00:35:00,1610.131591796875,1611.259765625,1610.131591796875,1611.259765625,0,0.0,0.0,1612.6097944278067,,,,,1.6827218191964286,0,0
2025-04-20 00:40:00,1611.191650390625,1611.191650390625,1609.591552734375,1609.591552734375,56370176,0.0,0.0,1612.523702680884,,,,,1.680649115114796,0,0
2025-04-20 00:45:00,1609.3306884765625,1609.3306884765625,1609.14794921875,1609.14794921875,0,0.0,0.0,1612.523702680884,,,,,1.5039283151876823,0,0
2025-04-20 00:50:00,1610.238037109375,1610.2628173828125,1610.12451171875,1610.2628173828125,680982016,0.0,0.0,1611.8430197250318,,,,,1.4483482935983705,0,0
2025-04-20 00:55:00,1610.609375,1610.8084716796875,1610.3787841796875,1610.443603515625,10279424,0.0,0.0,1611.8372580906503,,,,,1.3193920083521746,0,0
2025-04-20 01:00:00,1610.0810546875,1610.20849609375,1610.0810546875,1610.20849609375,0,0.0,0.0,1611.8372580906503,,,,,1.1827001254625782,0,0
2025-04-20 01:05:00,1610.558349609375,1611.8494873046875,1610.558349609375,1611.706298828125,0,0.0,0.0,1611.8372580906503,,1608.4919589134488,1611.2077375139509,1613.923516114453,1.2481702805304242,0,0
2025-04-20 01:10:00,1612.290771484375,1614.3648681640625,1612.290771484375,1614.3648681640625,9868800,0.0,0.0,1611.8450417548045,,1608.2284983921588,1611.3452933175224,1614.462088242886,1.4496558598742924,0,0
2025-04-20 01:15:00,1614.7366943359375,1615.9771728515625,1614.673583984375,1615.9771728515625,700531712,0.0,0.0,1612.7002943694852,,1607.7830801337789,1611.6974836077009,1615.6118870816229,1.4728914066779648,0,0
2025-04-20 01:20:00,1616.3377685546875,1616.7806396484375,1616.3377685546875,1616.4798583984375,0,0.0,0.0,1612.7002943694852,60.93572429103787,1607.3497082014314,1611.9350847516741,1616.5204613019168,1.3772593195632556,0,0
2025-04-20 01:25:00,1616.4678955078125,1616.4678955078125,1615.6805419921875,1615.6805419921875,305322496,0.0,0.0,1612.9972553591256,58.24766272503271,1607.1761103532197,1612.0640345982142,1616.9519588432088,1.2946960462327906,0,0
2025-04-20 01:30:00,1615.6168212890625,1615.6168212890625,1614.7647705078125,1615.38525390625,302808576,0.0,0.0,1613.185291138825,57.252447047634035,1607.0747049792499,1612.245570591518,1617.416436203786,1.240563965967392,0,0
2025-04-20 01:35:00,1615.8018798828125,1616.7982177734375,1615.8018798828125,1616.7982177734375,0,0.0,0.0,1613.185291138825,60.681320696281475,1607.1236055555075,1612.6931413922991,1618.2626772290907,1.2651925232845502,0,0
2025-04-20 01:40:00,1616.7620849609375,1616.936279296875,1616.55712890625,1616.55712890625,164693504,0.0,0.0,1613.3368453969042,59.80819703540223,1607.3880523526573,1613.1331089564733,1618.8781655602893,1.1386150757617572,0,0
2025-04-20 01:45:00,1616.2857666015625,1618.16943359375,1616.2857666015625,1618.1259765625,0,0.0,0.0,1613.3368453969042,63.457816373535934,1607.4459042662809,1613.6235525948662,1619.8012009234515,1.2450510638225776,0,0
2025-04-20 01:50:00,1617.5728759765625,1618.418212890625,1617.34423828125,1617.34423828125,138542080,0.0,0.0,1613.490343409085,60.536126990180314,1608.1567555328074,1614.1773158482142,1620.197876163621,1.2206115703300664,0,0
2025-04-20 01:55:00,1617.406494140625,1617.4344482421875,1616.7490234375,1616.7490234375,4999680,0.0,0.0,1613.4947627883093,58.3540938337833,1609.2676675447847,1614.720249720982,1620.1728318971795,1.144156318095414,0,0
2025-04-20 02:00:00,1617.2071533203125,1617.8536376953125,1617.2071533203125,1617.8536376953125,1782272,0.0,0.0,1613.4966338168692,61.1277463299765,1610.1945988030343,1615.262451171875,1620.3303035407157,1.138507452340712,0,0
2025-04-20 02:05:00,1618.0863037109375,1618.295166015625,1615.5380859375,1615.5380859375,11101696,0.0,0.0,1613.5049377351877,53.20453950435472,1611.320473386011,1615.6263427734375,1619.932212160864,1.3697321131670388,0,0
2025-04-20 02:10:00,1615.478759765625,1615.478759765625,1614.7913818359375,1614.7913818359375,0,0.0,0.0,1613.5049377351877,50.93367917075216,1612.803377336203,1615.9536917550224,1619.1040061738418,1.2807281115092475,0,0
2025-04-20 02:15:00,1615.09814453125,1615.1009521484375,1614.4864501953125,1614.4864501953125,0,0.0,0.0,1613.5049377351877,50.00400828336461,1613.8659140870222,1616.1522739955358,1618.4386339040493,1.1855529460257834,0,0
2025-04-20 02:20:00,1614.3375244140625,1614.6832275390625,1614.207763671875,1614.6832275390625,52198912,0.0,0.0,1613.5182122544652,50.62436036608222,1613.9548412344852,1616.175013950893,1618.3951866673005,1.0841116490488858,0,0
2025-04-20 02:25:00,1613.7757568359375,1614.18017578125,1613.7757568359375,1613.85986328125,0,0.0,0.0,1613.5182122544652,47.96792282115589,1613.5022898191023,1616.0237775530134,1618.5452652869244,1.0588772282026164,2,0
2025-04-20 02:30:00,1613.7503662109375,1615.2318115234375,1613.7503662109375,1615.2318115234375,0,0.0,0.0,1613.5182122544652,52.406671727266385,1613.3957568399626,1615.9346313476562,1618.47350585535,1.119244097387957,2,0
2025-04-20 02:35:00,1615.3785400390625,1615.572265625,1615.3785400390625,1615.572265625,0,0.0,0.0,1613.5182122544652,53.457634738672276,1613.384316895216,1615.9268973214287,1618.4694777476413,1.0079883836986059,2,0
2025-04-20 02:40:00,1616.4337158203125,1617.4049072265625,1616.4337158203125,1616.879150390625,698886656,0.0,0.0,1614.0209980973266,57.31690103255631,1613.465642122114,1616.0336042131696,1618.6015663042251,1.1257959862505909,2,0
2025-04-20 02:45:00,1616.8543701171875,1618.2762451171875,1616.8543701171875,1617.20751953125,0,0.0,0.0,1614.0209980973266,58.24484167288503,1613.4517658598913,1616.0628400530134,1618.6739142461354,1.1680929882147921,2,0
2025-04-20 02:50:00,1617.3431396484375,1617.3431396484375,1616.6285400390625,1616.7359619140625,3745280,0.0,0.0,1614.0232880938413,56.36770557537355,1613.4532666497917,1616.0756138392858,1618.69796102878,1.1033082198091075,2,0
2025-04-20 02:55:00,1616.520263671875,1616.520263671875,1615.8565673828125,1615.8565673828125,0,0.0,0.0,1614.0232880938413,52.971762255253154,1613.5504287537651,1615.9135131835938,1618.2765976134224,1.0713205500149494,2,0
2025-04-20 03:00:00,1615.8690185546875,1615.8690185546875,1615.35302734375,1615.5823974609375,622667264,0.0,0.0,1614.207469930284,51.93130537494145,1613.5589245762417,1615.7876674107142,1618.0164102451868,0.9919877872895996,2,0
2025-04-20 03:05:00,1615.2686767578125,1615.2686767578125,1613.728515625,1613.728515625,0,0.0,0.0,1614.207469930284,45.48723638175324,1613.1784880153655,1615.5719168526787,1617.9653456899919,1.115115508525014,0,0
2025-04-20 03:10:00,1613.853515625,1614.379150390625,1613.853515625,1614.379150390625,735665152,0.0,0.0,1614.207042045648,47.90711345442825,1613.2258554049495,1615.323739188058,1617.4216229711665,1.0487611166821549,0,0
2025-04-20 03:15:00,1614.2266845703125,1614.3363037109375,1613.8282470703125,1613.8282470703125,0,0.0,0.0,1614.207042045648,46.06044029024921,1612.9728583827152,1615.2016078404017,1617.4303572980882,0.9776385743436328,0,0
2025-04-20 03:20:00,1612.7896728515625,1612.9619140625,1612.518310546875,1612.518310546875,0,0.0,0.0,1614.207042045648,41.95829144831661,1612.4179933115533,1615.0392456054688,1617.6604978993842,1.025109709928471,0,0
2025-04-20 03:25:00,1613.6300048828125,1614.5328369140625,1613.6300048828125,1614.5328369140625,708470272,0.0,0.0,1614.2096389814853,49.35697416740227,1612.4239941305732,1615.0425589425224,1617.6611237544716,1.1664549466797607,0,0
2025-04-20 03:30:00,1614.658447265625,1614.658447265625,1611.124267578125,1611.124267578125,0,0.0,0.0,1614.2096389814853,40.125646638137496,1611.479560698363,1614.7883475167412,1618.0971343351193,1.5047013382255092,0,0
2025-04-20 03:35:00,1612.067626953125,1612.067626953125,1611.62646484375,1611.62646484375,49933824,0.0,0.0,1614.1918273083836,41.83529233313129,1610.9605234546887,1614.6288190569196,1618.2971146591506,1.4245096291932937,0,0
2025-04-20 03:40:00,1611.653564453125,1611.653564453125,1611.2174072265625,1611.2763671875,0,0.0,0.0,1614.1918273083836,40.96547735078109,1610.3158612778814,1614.3462873186384,1618.3767133593954,1.283316428817466,0,0
2025-04-20 03:45:00,1610.6995849609375,1611.09814453125,1610.61474609375,1611.09814453125,0,0.0,0.0,1614.1918273083836,40.5081481856888,1609.7347633573775,1614.0267072405134,1618.3186511236493,1.1945028095221137,0,0
2025-04-20 03:50:00,1610.754150390625,1610.754150390625,1610.3375244140625,1610.3375244140625,4601344,0.0,0.0,1614.1893257410852,38.54904152178173,1609.1877946670952,1613.5594482421875,1617.9311018172798,1.1325195677600262,0,0
2025-04-20 03:55:00,1610.8135986328125,1611.036865234375,1610.7369384765625,1611.036865234375,31150080,0.0,0.0,1614.174568281772,41.33175556172491,1609.0751753298193,1613.118687220982,1617.162199112145,1.0706368895532368,0,0
2025-04-20 04:00:00,1611.3419189453125,1611.7047119140625,1611.068603515625,1611.068603515625,0,0.0,0.0,1614.174568281772,41.460081745448306,1609.086641004076,1612.713875906808,1616.34111080954,1.0130954310009888,0,0
2025-04-20 04:05:00,1611.23974609375,1611.507080078125,1611.23974609375,1611.426025390625,18374656,0.0,0.0,1614.167137891114,42.95882451521454,1609.1712280720608,1612.3974086216517,1615.6235891712427,0.9310070212151332,0,0
2025-04-20 04:10:00,1611.25146484375,1611.6490478515625,1611.25146484375,1611.6490478515625,4225536,0.0,0.0,1614.1655117987082,43.914524532551354,1609.404595162682,1612.116455078125,1614.828314993568,0.8548035907290428,0,0
2025-04-20 04:15:00,1612.2869873046875,1612.2869873046875,1611.7452392578125,1611.7452392578125,0,0.0,0.0,1614.1655117987082,44.34353230525589,1609.4114380598558,1611.9747924804688,1614.5381469010817,0.8238229996427509,0,0
2025-04-20 04:20:00,1612.0423583984375,1614.3358154296875,1612.0423583984375,1614.3358154296875,0,0.0,0.0,1614.1655117987082,54.3701150998682,1609.4198849485547,1611.9716971261162,1614.5235093036777,1.0762163099616437,0,0
2025-04-20 04:25:00,1614.56396484375,1615.13623046875,1614.56396484375,1615.13623046875,0,0.0,0.0,1614.1655117987082,56.927438215377336,1609.1749242724159,1612.0651245117188,1614.9553247510216,1.0368161284046233,0,0
2025-04-20 04:30:00,1615.5137939453125,1615.5137939453125,1614.881591796875,1615.380859375,0,0.0,0.0,1614.1655117987082,57.70028766497764,1608.9127305663435,1612.2695922851562,1615.626454003969,0.9790141312664629,0,0
2025-04-20 04:35:00,1615.6031494140625,1616.45263671875,1615.6031494140625,1616.45263671875,1445376,0.0,0.0,1614.165932230571,60.97284048646864,1608.5688588182634,1612.4067208426338,1616.2445828670043,0.992266018764111,0,0
