Datetime,Close,High,Low,Open,Volume
2025-04-21 00:00:00,1587.3157958984375,1587.546142578125,1587.265869140625,1587.328857421875,0
2025-04-21 00:05:00,1592.989013671875,1592.989013671875,1587.5885009765625,1587.5885009765625,0
2025-04-21 00:10:00,1592.2060546875,1593.6629638671875,1592.2060546875,1593.6629638671875,35910144
2025-04-21 00:15:00,1597.5245361328125,1597.5245361328125,1594.031982421875,1594.031982421875,0
2025-04-21 00:20:00,1596.1497802734375,1598.3167724609375,1596.1497802734375,1598.3167724609375,9979392
2025-04-21 00:25:00,1609.343017578125,1610.8824462890625,1596.3798828125,1596.3798828125,125232128
2025-04-21 00:30:00,1618.2523193359375,1618.2523193359375,1609.7274169921875,1609.7274169921875,492957184
2025-04-21 00:35:00,1607.6683349609375,1618.132568359375,1607.6683349609375,1618.132568359375,647924224
2025-04-21 00:40:00,1614.9654541015625,1614.9654541015625,1607.6131591796875,1607.6131591796875,0
2025-04-21 00:45:00,1616.5062255859375,1619.4686279296875,1614.17724609375,1614.17724609375,738795008
2025-04-21 00:50:00,1613.8182373046875,1617.021240234375,1613.8182373046875,1617.021240234375,0
2025-04-21 00:55:00,1610.6282958984375,1614.6724853515625,1610.068603515625,1613.0931396484375,12981248
2025-04-21 01:00:00,1613.870849609375,1614.87060546875,1609.0545654296875,1609.0545654296875,0
2025-04-21 01:05:00,1612.439453125,1616.3411865234375,1612.439453125,1616.3411865234375,738757120
2025-04-21 01:10:00,1609.744384765625,1613.154541015625,1609.284423828125,1613.154541015625,0
2025-04-21 01:15:00,1609.9036865234375,1611.6519775390625,1609.46337890625,1610.64599609375,0
2025-04-21 01:20:00,1610.0130615234375,1610.788330078125,1609.85888671875,1610.208984375,0
2025-04-21 01:25:00,1613.91162109375,1613.91162109375,1609.9398193359375,1609.9398193359375,323846656
2025-04-21 01:30:00,1613.5040283203125,1614.787353515625,1613.5040283203125,1614.122802734375,0
2025-04-21 01:35:00,1620.001708984375,1620.001708984375,1614.0406494140625,1614.0406494140625,28659712
2025-04-21 01:40:00,1617.7431640625,1618.1453857421875,1617.099609375,1618.1453857421875,746883072
2025-04-21 01:45:00,1621.9822998046875,1621.9822998046875,1617.91455078125,1617.91455078125,0
2025-04-21 01:50:00,1626.4761962890625,1628.270263671875,1625.6307373046875,1625.6307373046875,826839040
2025-04-21 01:55:00,1625.584228515625,1628.36669921875,1625.584228515625,1626.309326171875,0
2025-04-21 02:00:00,1627.7567138671875,1632.5404052734375,1627.7567138671875,1628.434814453125,628271104
2025-04-21 02:05:00,1636.8310546875,1636.8310546875,1626.699462890625,1626.699462890625,0
2025-04-21 02:10:00,1633.0203857421875,1636.1177978515625,1633.0203857421875,1635.92431640625,0
2025-04-21 02:15:00,1631.97216796875,1633.6871337890625,1631.97216796875,1632.0361328125,1368770560
2025-04-21 02:20:00,1640.051025390625,1640.051025390625,1633.2752685546875,1633.2752685546875,0
2025-04-21 02:25:00,1633.4803466796875,1637.463623046875,1633.4803466796875,1637.463623046875,873447424
2025-04-21 02:30:00,1638.7576904296875,1640.8963623046875,1634.0037841796875,1634.0037841796875,3951616
2025-04-21 02:35:00,1633.73193359375,1637.7772216796875,1633.73193359375,1637.7772216796875,0
2025-04-21 02:40:00,1629.3841552734375,1633.2440185546875,1629.3841552734375,1633.2440185546875,106031104
2025-04-21 02:45:00,1630.2567138671875,1630.2567138671875,1629.3887939453125,1629.7799072265625,887716864
2025-04-21 02:50:00,1632.2762451171875,1632.7957763671875,1630.678955078125,1630.678955078125,9521152
2025-04-21 02:55:00,1632.009521484375,1633.1107177734375,1632.009521484375,1633.1107177734375,11346944
2025-04-21 03:00:00,1636.931640625,1637.3470458984375,1632.3759765625,1632.3759765625,0
2025-04-21 03:05:00,1637.5396728515625,1638.0333251953125,1637.5396728515625,1637.7933349609375,122604544
2025-04-21 03:10:00,1636.2335205078125,1637.396240234375,1636.2335205078125,1637.3624267578125,546779136
2025-04-21 03:15:00,1636.794677734375,1636.794677734375,1636.3123779296875,1636.40673828125,204524544
2025-04-21 03:20:00,1638.5225830078125,1640.1435546875,1638.5225830078125,1638.9498291015625,0
2025-04-21 03:25:00,1634.75537109375,1639.5264892578125,1634.75537109375,1639.1453857421875,420569088
2025-04-21 03:30:00,1639.5845947265625,1639.5845947265625,1635.4176025390625,1635.4176025390625,0
2025-04-21 03:35:00,1638.959716796875,1641.9613037109375,1638.959716796875,1639.2275390625,2052277248
2025-04-21 03:40:00,1637.343505859375,1639.0574951171875,1637.343505859375,1639.0574951171875,0
2025-04-21 03:45:00,1637.657470703125,1638.2357177734375,1637.4332275390625,1637.6787109375,1778861056
2025-04-21 03:50:00,1635.4801025390625,1637.4498291015625,1635.4801025390625,1637.4498291015625,0
2025-04-21 03:55:00,1634.2884521484375,1635.8282470703125,1634.2884521484375,1635.25732421875,0
2025-04-21 04:00:00,1639.616943359375,1639.9063720703125,1634.3841552734375,1634.3841552734375,733022208
2025-04-21 04:05:00,1639.685791015625,1640.2119140625,1638.56787109375,1639.9622802734375,0
2025-04-21 04:10:00,1637.748779296875,1640.038330078125,1637.748779296875,1640.038330078125,675478528
2025-04-21 04:15:00,1633.9830322265625,1637.0501708984375,1633.9830322265625,1637.0501708984375,0
2025-04-21 04:20:00,1635.3031005859375,1635.4317626953125,1634.13720703125,1634.13720703125,202615808
2025-04-21 04:25:00,1633.220703125,1635.5311279296875,1633.220703125,1635.08935546875,32794624
2025-04-21 04:30:00,1632.5589599609375,1633.462158203125,1632.256591796875,1633.462158203125,0
2025-04-21 04:35:00,1633.30810546875,1633.4053955078125,1632.40869140625,1632.8563232421875,1957735424
2025-04-21 04:40:00,1634.6341552734375,1635.2926025390625,1634.6341552734375,1635.2926025390625,0
2025-04-21 04:45:00,1637.9847412109375,1637.9847412109375,1634.073974609375,1634.4520263671875,108293120
2025-04-21 04:50:00,1638.359619140625,1638.455078125,1638.291015625,1638.4442138671875,0
2025-04-21 04:55:00,1640.1416015625,1640.1416015625,1637.9122314453125,1637.9122314453125,12816384
2025-04-21 05:00:00,1639.0926513671875,1640.183349609375,1639.0926513671875,1640.1761474609375,89366528
2025-04-21 05:05:00,1640.271240234375,1640.4859619140625,1639.4019775390625,1639.956787109375,14269440
2025-04-21 05:10:00,1638.49267578125,1639.509033203125,1638.49267578125,1639.2757568359375,540262400
2025-04-21 05:15:00,1639.62158203125,1639.8779296875,1638.7142333984375,1638.7142333984375,97141760
2025-04-21 05:20:00,1639.490478515625,1640.0975341796875,1639.306884765625,1640.0975341796875,58139648
2025-04-21 05:25:00,1639.748779296875,1639.757568359375,1639.670166015625,1639.670166015625,13156352
2025-04-21 05:30:00,1639.1658935546875,1640.338623046875,1638.1134033203125,1640.338623046875,0
2025-04-21 05:35:00,1638.8101806640625,1639.368408203125,1638.8101806640625,1639.368408203125,20612096
2025-04-21 05:40:00,1639.1661376953125,1639.1661376953125,1638.374267578125,1638.374267578125,8565760
2025-04-21 05:45:00,1641.0931396484375,1641.0931396484375,1639.291748046875,1639.291748046875,0
2025-04-21 05:50:00,1649.3699951171875,1654.58984375,1648.4906005859375,1648.4906005859375,0
2025-04-21 05:55:00,1648.201171875,1649.9521484375,1647.54638671875,1649.120849609375,290142208
2025-04-21 06:00:00,1649.2352294921875,1649.5623779296875,1648.1492919921875,1648.1492919921875,21867520
2025-04-21 06:05:00,1648.09228515625,1648.7529296875,1647.2811279296875,1648.7225341796875,705325056
2025-04-21 06:10:00,1649.3779296875,1649.3779296875,1648.2515869140625,1648.2515869140625,0
2025-04-21 06:15:00,1655.6551513671875,1655.6551513671875,1649.400634765625,1649.400634765625,131653632
2025-04-21 06:20:00,1652.3404541015625,1654.258056640625,1652.296630859375,1654.258056640625,144798720
2025-04-21 06:25:00,1651.0296630859375,1651.16748046875,1651.0296630859375,1651.16748046875,0
2025-04-21 06:30:00,1649.549560546875,1651.0850830078125,1649.549560546875,1650.890380859375,913599488
2025-04-21 06:35:00,1647.7822265625,1649.861083984375,1647.7822265625,1649.640869140625,25091072
2025-04-21 06:40:00,1646.737548828125,1647.8792724609375,1646.737548828125,1647.8590087890625,0
2025-04-21 06:45:00,1649.144775390625,1649.144775390625,1647.7777099609375,1647.7777099609375,663655424
2025-04-21 06:50:00,1648.704345703125,1649.841064453125,1648.5771484375,1649.841064453125,0
2025-04-21 06:55:00,1647.9329833984375,1648.4002685546875,1647.9329833984375,1648.4002685546875,3580928
2025-04-21 07:00:00,1648.663818359375,1649.8421630859375,1648.482421875,1648.482421875,0
2025-04-21 07:05:00,1647.75830078125,1649.650146484375,1647.75830078125,1649.20849609375,0
2025-04-21 07:10:00,1644.7197265625,1647.7109375,1642.9376220703125,1647.7109375,0
