Datetime,GOLD_Close,DXY_Close,VIX_Close,fear_greed,news_marketaux,news_newsapi,vix_sentiment,combined_sentiment,RSI,SMA_20,EMA_12,BB_Middle,BB_Upper,BB_Lower,Price_Change_1h,Price_Change_6h
2025-07-23 09:00:00+00:00,3420.34,97.084,18.86,0.71,0.5,0.5,0.7254999999999999,0.6081,40.21883289124754,3419.2879999999996,3422.625707892512,3419.2879999999996,3448.9262097619717,3389.6497902380274,-0.0009026035292089007,-0.002062782100769933
2025-07-23 10:00:00+00:00,3424.95,96.977,18.9,0.71,0.5,0.5,0.7254999999999999,0.6081,47.73913043478203,3421.232,3422.986128166476,3421.232,3446.470031118468,3395.993968881532,0.0013478192226503705,-0.0011111888846114804
2025-07-23 11:00:00+00:00,3420.63,96.939,18.92,0.71,0.5,0.5,0.7254999999999999,0.6081,32.51811594202904,3422.917,3422.6212165666275,3422.917,3442.342984876473,3403.4910151235267,-0.0012613322822230266,-0.00011400108739489934
2025-07-23 12:00:00+00:00,3428.33,96.986,18.92,0.71,0.5,0.5,0.7254999999999999,0.6081,48.83659439450012,3424.768,3423.504468471161,3424.768,3437.3693893970762,3412.166610602924,0.0022510473216921234,0.0015775958024266679
2025-07-23 13:00:00+00:00,3431.08,96.942,18.92,0.71,0.5,0.5,0.7254999999999999,0.6081,51.829723674383644,3425.9455000000003,3424.6755189742184,3425.9455000000003,3435.8846717858873,3416.006328214113,0.0008021398173454486,0.0023517176302865206
2025-07-23 14:00:00+00:00,3422.58,96.998,18.97,0.71,0.5,0.5,0.7254999999999999,0.6081,40.40231114915436,3426.4620000000004,3424.351825382862,3426.4620000000004,3434.244075490978,3418.679924509023,-0.0024773540692726304,-0.0002482889967079238
2025-07-23 15:00:00+00:00,3428.06,96.978,18.96,0.71,0.5,0.5,0.7254999999999999,0.6081,46.59635666347055,3426.553,3424.924268167266,3426.553,3434.3666455539014,3418.7393544460983,0.001601131310298154,0.0022570855528982747
2025-07-23 16:00:00+00:00,3419.91,97.016,18.93,0.71,0.5,0.5,0.7254999999999999,0.6081,43.00884955752199,3426.2230000000004,3424.1506072966426,3426.2230000000004,3434.582698055484,3417.863301944517,-0.002377437967830187,-0.0014715543292602717
2025-07-23 17:00:00+00:00,3413.37,97.037,19.09,0.71,0.5,0.5,0.7254999999999999,0.6081,38.79310344827578,3425.281,3422.487988187081,3425.281,3434.944384827052,3415.617615172948,-0.0019123310262550985,-0.0021224160461670305
2025-07-23 18:00:00+00:00,3413.44,96.975,19.01,0.71,0.5,0.5,0.7254999999999999,0.6081,37.51629726205968,3424.4924999999994,3421.0931048890484,3424.4924999999994,3435.310587923274,3413.674412076725,2.0507592203733438e-05,-0.004343222501917765
2025-07-23 19:00:00+00:00,3398.16,96.906,18.91,0.71,0.5,0.5,0.7254999999999999,0.6081,33.410740203192745,3422.9199999999996,3417.5587492625054,3422.9199999999996,3438.638939297277,3407.2010607027223,-0.004476422611793485,-0.009594646583583
2025-07-23 20:00:00+00:00,3387.27,96.903,18.76,0.71,0.5,0.5,0.7254999999999999,0.6081,27.105803800718917,3420.7059999999997,3412.8920307681183,3420.7059999999997,3442.5767383457755,3398.835261654224,-0.0032046754714315506,-0.010316778570552021
2025-07-23 21:00:00+00:00,3393.16,96.843,18.63,0.71,0.5,0.5,0.7254999999999999,0.6081,32.15011354129268,3418.7835,3409.8525250311172,3418.7835,3443.2268973648665,3394.3401026351335,0.001738863450507333,-0.010180685285555158
2025-07-23 22:00:00+00:00,3393.56,96.751,18.58,0.71,0.5,0.5,0.7254999999999999,0.6081,32.15011354129307,3417.071,3407.3433222483845,3417.071,3443.5647831039246,3390.5772168960752,0.00011788421412495254,-0.0077048811226025915
2025-07-23 23:00:00+00:00,3390.0,96.74,18.53,0.71,0.5,0.5,0.7254999999999999,0.6081,31.97052531495106,3415.2005,3404.6727228591467,3415.2005,3443.818092289027,3386.582907710973,-0.00104904583976706,-0.0068466061399731215
2025-07-24 00:00:00+00:00,3387.11,96.737,18.38,0.71,0.5,0.5,0.7254999999999999,0.6081,27.044406697403616,3413.118,3401.968712776648,3413.118,3443.5830665171543,3382.6529334828456,-0.0008525073746312728,-0.007713626136683249
2025-07-24 02:00:00+00:00,3386.63,96.737,18.41,0.71,0.5,0.5,0.7254999999999999,0.6081,28.36599643675234,3411.3985000000002,3399.6073940216897,3411.3985000000002,3443.8058099453606,3378.99119005464,-0.00014171373235594142,-0.0033930126892199874
2025-07-24 03:00:00+00:00,3389.9,96.737,18.35,0.71,0.5,0.5,0.7254999999999999,0.6081,24.0863115306812,3409.7470000000003,3398.113136620482,3409.7470000000003,3443.034491628948,3376.4595083710524,0.0009655616350177088,0.0007764364812961055
2025-07-24 04:00:00+00:00,3391.57,96.824,18.3,0.71,0.5,0.5,0.7254999999999999,0.6081,22.96428082660485,3408.174,3397.1060370459422,3408.174,3441.7902550905915,3374.5577449094085,0.000492639900881997,-0.00046858975114638657
