Datetime,GOLD_Close,DXY_Close,VIX_Close,fear_greed,news_marketaux,news_newsapi,vix_sentiment,combined_sentiment,RSI,SMA_20,EMA_12,BB_Middle,BB_Upper,BB_Lower,Price_Change_1h,Price_Change_6h
2025-07-22 05:00:00+00:00,3385.87,97.457,19.13,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3385.87,,,,,
2025-07-22 06:00:00+00:00,3391.43,97.428,19.27,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3388.881666666666,,,,0.0016421185692303553,
2025-07-22 07:00:00+00:00,3392.59,97.463,19.29,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3390.3290300230947,,,,0.0003420386090824401,
2025-07-22 08:00:00+00:00,3391.0,97.459,19.34,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3390.540829022989,,,,-0.0004686684804235952,
2025-07-22 09:00:00+00:00,3385.47,97.489,19.34,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3389.1631029004675,,,,-0.0016307873783545368,
2025-07-22 10:00:00+00:00,3384.69,97.483,19.24,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3388.0759035665847,,,,-0.0002303963703709222,
2025-07-22 11:00:00+00:00,3387.46,97.497,19.29,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3387.9384668405833,,,,0.000818391049106415,0.0004695986555893761
2025-07-22 12:00:00+00:00,3388.92,97.394,19.3,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3388.143297682478,,,,0.0004310013992785411,-0.0007401007834452189
2025-07-22 13:00:00+00:00,3386.07,97.337,19.35,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3387.733125606053,,,,-0.0008409758861229744,-0.001921835529786975
2025-07-22 14:00:00+00:00,3386.93,97.383,19.3,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3387.5809336158363,,,,0.00025398175465940476,-0.0012002359186081835
2025-07-22 15:00:00+00:00,3391.31,97.337,19.22,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3388.263262849997,,,,0.0012932065321693553,0.0017250189781625735
2025-07-22 16:00:00+00:00,3407.53,97.369,19.2,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3391.688825465275,,,,0.004782812541466397,0.006748033054725822
2025-07-22 17:00:00+00:00,3412.25,97.253,19.51,0.71,0.5,0.5,0.7254999999999999,0.6081,,,3395.259026472894,,,,0.0013851675553846476,0.007318167594598801
2025-07-22 18:00:00+00:00,3426.24,97.101,19.36,0.71,0.5,0.5,0.7254999999999999,0.6081,82.62485857443022,,3400.534097097591,,,,0.004099934061103205,0.011012357919337079
2025-07-22 19:00:00+00:00,3426.51,96.928,19.38,0.71,0.5,0.5,0.7254999999999999,0.6081,82.70035403926626,,3404.8855055256836,,,,7.880358643896912e-05,0.01194304902143184
2025-07-22 20:00:00+00:00,3432.21,96.882,19.31,0.71,0.5,0.5,0.7254999999999999,0.6081,82.73924213230578,,3409.401093679041,,,,0.001663500179482913,0.013369039218407375
2025-07-22 21:00:00+00:00,3429.21,96.953,19.28,0.71,0.5,0.5,0.7254999999999999,0.6081,78.5558328134747,,3412.637735943071,,,,-0.0008740723906753844,0.01117562239960379
2025-07-22 22:00:00+00:00,3429.61,96.931,19.28,0.71,0.5,0.5,0.7254999999999999,0.6081,80.67694263467362,,3415.3846646242073,,,,0.00011664494154639549,0.006479766869257109
2025-07-22 23:00:00+00:00,3431.55,96.905,19.24,0.71,0.5,0.5,0.7254999999999999,0.6081,88.82709807886806,,3417.9802239076803,,,,0.0005656619848903865,0.0056560920213934995
2025-07-23 00:00:00+00:00,3431.61,96.901,19.24,0.71,0.5,0.5,0.7254999999999999,0.6081,90.02047082906871,3404.9230000000002,3420.1540635172128,3404.9230000000002,3444.527221518738,3365.3187784812626,1.748481007113334e-05,0.0015673157747269073
2025-07-23 02:00:00+00:00,3427.81,96.901,19.2,0.71,0.5,0.5,0.7254999999999999,0.6081,83.8222967309303,3407.0199999999995,3421.3682686215097,3407.0199999999995,3446.8173762689785,3367.2226237310206,-0.0011073519426741951,0.0003793947777768203
2025-07-23 03:00:00+00:00,3427.41,96.901,19.01,0.71,0.5,0.5,0.7254999999999999,0.6081,82.84690220174065,3408.8190000000004,3422.3219360700755,3408.8190000000004,3448.9009528361316,3368.737047163869,-0.00011669258214430656,-0.0013985158250806595
2025-07-23 04:00:00+00:00,3428.76,96.912,19.0,0.71,0.5,0.5,0.7254999999999999,0.6081,87.38833420914311,3410.6275,3423.334114030353,3410.6275,3450.889859527688,3370.3651404723123,0.00039388342801127685,-0.00013122555923950063
2025-07-23 05:00:00+00:00,3421.02,96.99,18.88,0.71,0.5,0.5,0.7254999999999999,0.6081,76.64530248553973,3412.1285000000003,3422.971516750286,3412.1285000000003,3451.539235526463,3372.7177644735375,-0.002257375844328613,-0.002504657964025103
2025-07-23 06:00:00+00:00,3422.93,97.036,18.87,0.71,0.5,0.5,0.7254999999999999,0.6081,75.70731707317026,3414.0015,3422.9650299570076,3414.0015,3451.5964690223227,3376.406530977677,0.0005583130177548856,-0.002511984380236476
2025-07-23 07:00:00+00:00,3423.03,97.004,18.9,0.71,0.5,0.5,0.7254999999999999,0.6081,67.07800793300976,3415.9184999999998,3422.975156919749,3415.9184999999998,3451.049578024419,3380.7874219755804,2.9214737082172704e-05,-0.002500284123195806
2025-07-23 08:00:00+00:00,3423.43,97.027,18.87,0.71,0.5,0.5,0.7254999999999999,0.6081,63.61422308816317,3417.7169999999996,3423.045910601699,3417.7169999999996,3450.304564370153,3385.1294356298463,0.00011685553442397634,-0.001277783774479957
