Datetime,Open,High,Low,Close,Volume,sentiment
2024-07-02 23:00:00+00:00,2328.25,2331.22,2328.02,2330.83,0,0.0
2024-07-03 00:00:00+00:00,2330.74,2330.88,2328.57,2328.97,0,0.0
2024-07-03 02:00:00+00:00,2329.44,2331.06,2329.44,2330.02,0,0.0
2024-07-03 03:00:00+00:00,2330.0,2331.41,2329.66,2330.15,0,0.0
2024-07-03 04:00:00+00:00,2330.14,2332.12,2330.11,2330.17,0,0.0
2024-07-03 05:00:00+00:00,2330.31,2331.51,2328.42,2329.04,0,0.0
2024-07-03 06:00:00+00:00,2329.05,2331.05,2326.75,2328.75,0,0.0
2024-07-03 07:00:00+00:00,2328.75,2332.36,2327.92,2331.67,0,0.0
2024-07-03 08:00:00+00:00,2331.68,2335.13,2331.68,2334.46,0,0.0
2024-07-03 09:00:00+00:00,2334.45,2335.72,2331.93,2333.32,0,0.0
2024-07-03 10:00:00+00:00,2333.32,2341.09,2332.85,2340.07,0,0.0
2024-07-03 11:00:00+00:00,2340.08,2347.07,2338.81,2345.29,0,0.0
2024-07-03 12:00:00+00:00,2345.28,2347.49,2343.05,2344.55,0,0.0
2024-07-03 13:00:00+00:00,2344.58,2346.41,2342.07,2346.16,0,0.0
2024-07-03 14:00:00+00:00,2346.17,2349.34,2344.47,2346.92,0,0.0
2024-07-03 15:00:00+00:00,2346.93,2346.93,2342.39,2345.31,0,0.0
2024-07-03 16:00:00+00:00,2345.26,2356.07,2344.84,2350.42,0,0.0
2024-07-03 17:00:00+00:00,2350.39,2358.59,2347.52,2355.17,0,0.0
2024-07-03 18:00:00+00:00,2357.14,2364.81,2357.14,2362.38,0,0.0
2024-07-03 19:00:00+00:00,2362.39,2363.85,2359.92,2362.93,0,0.0
2024-07-03 20:00:00+00:00,2362.93,2363.04,2355.07,2356.51,0,0.0
2024-07-03 21:00:00+00:00,2356.53,2360.78,2353.83,2356.49,0,0.0
2024-07-03 22:00:00+00:00,2356.51,2357.95,2355.1,2356.13,0,0.0
2024-07-03 23:00:00+00:00,2356.14,2356.53,2353.55,2354.28,0,0.0
2024-07-04 00:00:00+00:00,2354.27,2356.28,2354.17,2356.05,0,0.0
2024-07-04 02:00:00+00:00,2356.69,2359.18,2355.97,2358.83,0,0.0
2024-07-04 03:00:00+00:00,2358.85,2359.51,2357.59,2358.68,0,0.0
2024-07-04 04:00:00+00:00,2358.69,2359.18,2356.36,2358.23,0,0.0
2024-07-04 05:00:00+00:00,2358.22,2362.41,2358.01,2361.83,0,0.0
2024-07-04 06:00:00+00:00,2361.82,2362.14,2357.4,2359.26,0,0.0
2024-07-04 07:00:00+00:00,2359.26,2360.18,2357.16,2358.08,0,0.0
2024-07-04 08:00:00+00:00,2358.07,2359.57,2357.52,2358.52,0,0.0
2024-07-04 09:00:00+00:00,2358.51,2358.55,2355.48,2356.75,0,0.0
2024-07-04 10:00:00+00:00,2356.75,2357.17,2350.36,2356.2,0,0.0
2024-07-04 11:00:00+00:00,2356.11,2357.61,2353.57,2357.45,0,0.0
2024-07-04 12:00:00+00:00,2357.46,2359.5,2355.44,2358.74,0,0.0
2024-07-04 13:00:00+00:00,2358.73,2359.04,2355.62,2357.63,0,0.0
2024-07-04 14:00:00+00:00,2357.62,2359.04,2356.25,2357.91,0,0.0
2024-07-04 15:00:00+00:00,2357.91,2359.94,2357.41,2358.38,0,0.0
2024-07-04 16:00:00+00:00,2358.43,2360.35,2356.89,2357.7,0,0.0
2024-07-04 17:00:00+00:00,2357.7,2359.99,2357.22,2359.59,0,0.0
2024-07-04 18:00:00+00:00,2359.6,2361.76,2357.9,2358.83,0,0.0
2024-07-04 19:00:00+00:00,2358.89,2360.61,2355.52,2357.36,0,0.0
2024-07-04 20:00:00+00:00,2357.36,2359.06,2356.79,2357.82,0,0.0
2024-07-04 21:00:00+00:00,2357.73,2357.94,2355.9,2356.19,0,0.0
2024-07-04 22:00:00+00:00,2356.19,2357.15,2355.84,2356.75,0,0.0
2024-07-05 02:00:00+00:00,2356.56,2357.34,2353.9,2357.32,0,0.0
2024-07-05 03:00:00+00:00,2357.19,2357.7,2356.19,2356.6,0,0.0
2024-07-05 04:00:00+00:00,2356.59,2359.04,2355.92,2358.91,0,0.0
2024-07-05 05:00:00+00:00,2358.77,2360.16,2356.8,2358.28,0,0.0
2024-07-05 06:00:00+00:00,2358.27,2363.1,2358.05,2360.34,0,0.0
2024-07-05 07:00:00+00:00,2360.34,2362.18,2359.42,2361.67,0,0.0
2024-07-05 08:00:00+00:00,2361.66,2364.56,2361.25,2363.84,0,0.0
2024-07-05 09:00:00+00:00,2363.81,2364.97,2362.55,2364.69,0,0.0
2024-07-05 10:00:00+00:00,2364.7,2366.14,2363.53,2363.92,0,0.0
2024-07-05 11:00:00+00:00,2363.94,2367.39,2362.22,2365.12,0,0.0
2024-07-05 12:00:00+00:00,2365.13,2367.95,2364.53,2366.36,0,0.0
2024-07-05 13:00:00+00:00,2366.36,2366.82,2361.92,2362.33,0,0.0
2024-07-05 14:00:00+00:00,2362.32,2365.37,2361.77,2364.95,0,0.0
2024-07-05 15:00:00+00:00,2364.95,2365.89,2362.2,2365.77,0,0.0
2024-07-05 16:00:00+00:00,2365.76,2375.95,2349.17,2371.95,0,0.0
2024-07-05 17:00:00+00:00,2372.05,2385.06,2370.6,2383.14,0,0.0
2024-07-05 18:00:00+00:00,2383.1,2384.39,2374.39,2380.6,0,0.0
2024-07-05 19:00:00+00:00,2380.65,2388.27,2378.48,2384.54,0,0.0
2024-07-05 20:00:00+00:00,2384.62,2387.54,2383.84,2386.45,0,0.0
2024-07-05 21:00:00+00:00,2386.45,2389.83,2384.46,2385.75,0,0.0
2024-07-05 22:00:00+00:00,2385.77,2392.44,2385.14,2390.96,0,0.0
2024-07-05 23:00:00+00:00,2390.91,2392.86,2388.04,2388.76,0,0.0
2024-07-06 00:00:00+00:00,2388.63,2391.54,2388.13,2391.23,0,0.0
2024-07-08 02:00:00+00:00,2389.42,2390.12,2384.79,2385.16,0,0.0
2024-07-08 03:00:00+00:00,2385.17,2386.89,2384.53,2386.04,0,0.0
2024-07-08 04:00:00+00:00,2386.04,2387.77,2384.44,2386.73,0,0.0
2024-07-08 05:00:00+00:00,2386.59,2390.97,2384.14,2386.36,0,0.0
2024-07-08 06:00:00+00:00,2386.35,2387.14,2381.34,2382.79,0,0.0
2024-07-08 07:00:00+00:00,2382.8,2384.07,2380.64,2382.81,0,0.0
2024-07-08 08:00:00+00:00,2382.82,2384.91,2381.95,2384.82,0,0.0
2024-07-08 09:00:00+00:00,2384.82,2386.75,2381.52,2382.79,0,0.0
2024-07-08 10:00:00+00:00,2382.84,2384.19,2376.67,2376.77,0,0.0
2024-07-08 11:00:00+00:00,2376.83,2381.03,2376.59,2377.77,0,0.0
2024-07-08 12:00:00+00:00,2377.77,2378.73,2371.88,2372.73,0,0.0
2024-07-08 13:00:00+00:00,2372.69,2373.71,2368.2,2370.15,0,0.0
2024-07-08 14:00:00+00:00,2370.07,2374.28,2369.64,2374.07,0,0.0
2024-07-08 15:00:00+00:00,2374.07,2375.61,2372.35,2375.3,0,0.0
2024-07-08 16:00:00+00:00,2375.31,2377.45,2370.34,2372.65,0,0.0
2024-07-08 17:00:00+00:00,2372.52,2377.06,2370.25,2375.43,0,0.0
2024-07-08 18:00:00+00:00,2375.38,2379.47,2373.09,2373.13,0,0.0
2024-07-08 19:00:00+00:00,2373.12,2374.92,2350.95,2355.44,0,0.0
2024-07-08 20:00:00+00:00,2355.56,2358.66,2350.99,2358.6,0,0.0
2024-07-08 21:00:00+00:00,2358.55,2359.69,2355.54,2357.19,0,0.0
2024-07-08 22:00:00+00:00,2357.14,2358.17,2354.86,2356.59,0,0.0
2024-07-08 23:00:00+00:00,2356.63,2359.79,2356.14,2359.13,0,0.0
2024-07-09 00:00:00+00:00,2359.15,2359.79,2357.91,2358.93,0,0.0
2024-07-09 02:00:00+00:00,2358.69,2359.68,2358.63,2359.67,0,0.0
2024-07-09 03:00:00+00:00,2359.67,2361.9,2359.67,2361.61,0,0.0
2024-07-09 04:00:00+00:00,2361.61,2363.61,2360.75,2361.5,0,0.0
2024-07-09 05:00:00+00:00,2361.52,2365.24,2361.03,2363.31,0,0.0
2024-07-09 06:00:00+00:00,2363.3,2366.66,2360.46,2364.01,0,0.0
2024-07-09 07:00:00+00:00,2364.0,2367.92,2363.31,2367.66,0,0.0
2024-07-09 08:00:00+00:00,2367.65,2368.65,2366.34,2367.27,0,0.0
2024-07-09 09:00:00+00:00,2367.26,2368.25,2364.16,2364.54,0,0.0
2024-07-09 10:00:00+00:00,2364.55,2365.47,2362.61,2364.11,0,0.0
2024-07-09 11:00:00+00:00,2364.15,2364.52,2358.28,2358.86,0,0.0
2024-07-09 12:00:00+00:00,2358.87,2361.91,2358.19,2361.54,0,0.0
2024-07-09 13:00:00+00:00,2361.55,2365.27,2361.51,2364.24,0,0.0
2024-07-09 14:00:00+00:00,2364.24,2365.5,2362.02,2363.04,0,0.0
2024-07-09 15:00:00+00:00,2363.07,2363.12,2357.48,2360.58,0,0.0
2024-07-09 16:00:00+00:00,2360.57,2361.19,2356.11,2360.06,0,0.0
2024-07-09 17:00:00+00:00,2360.04,2368.44,2359.42,2367.71,0,0.0
2024-07-09 18:00:00+00:00,2367.44,2371.49,2353.99,2354.86,0,0.0
2024-07-09 19:00:00+00:00,2354.87,2362.14,2349.33,2361.96,0,0.0
2024-07-09 20:00:00+00:00,2361.97,2363.08,2356.46,2357.39,0,0.0
2024-07-09 21:00:00+00:00,2357.39,2362.45,2357.36,2361.8,0,0.0
2024-07-09 22:00:00+00:00,2361.75,2365.27,2361.05,2364.51,0,0.0
2024-07-09 23:00:00+00:00,2364.53,2365.52,2362.8,2363.45,0,0.0
2024-07-10 00:00:00+00:00,2363.45,2364.91,2363.17,2363.32,0,0.0
2024-07-10 02:00:00+00:00,2363.53,2364.3,2362.61,2364.29,0,0.0
2024-07-10 03:00:00+00:00,2364.29,2365.95,2364.28,2364.91,0,0.0
2024-07-10 04:00:00+00:00,2364.91,2366.45,2364.45,2364.62,0,0.0
2024-07-10 05:00:00+00:00,2364.77,2369.75,2363.29,2368.23,0,0.0
2024-07-10 06:00:00+00:00,2368.24,2370.18,2366.85,2369.19,0,0.0
2024-07-10 07:00:00+00:00,2369.19,2369.7,2366.42,2368.06,0,0.0
2024-07-10 08:00:00+00:00,2368.07,2368.86,2366.55,2367.63,0,0.0
2024-07-10 09:00:00+00:00,2367.64,2370.23,2367.28,2368.37,0,0.0
2024-07-10 10:00:00+00:00,2368.38,2372.74,2367.13,2371.85,0,0.0
2024-07-10 11:00:00+00:00,2371.72,2374.94,2371.36,2372.57,0,0.0
2024-07-10 12:00:00+00:00,2372.57,2374.17,2371.4,2372.73,0,0.0
2024-07-10 13:00:00+00:00,2372.72,2374.11,2371.61,2371.86,0,0.0
2024-07-10 14:00:00+00:00,2371.86,2375.24,2371.66,2372.37,0,0.0
2024-07-10 15:00:00+00:00,2372.38,2378.3,2372.38,2378.29,0,0.0
2024-07-10 16:00:00+00:00,2378.3,2381.7,2377.2,2377.72,0,0.0
2024-07-10 17:00:00+00:00,2377.73,2386.51,2376.22,2383.16,0,0.0
2024-07-10 18:00:00+00:00,2383.19,2385.08,2373.84,2374.85,0,0.0
2024-07-10 19:00:00+00:00,2374.8,2380.7,2373.97,2378.78,0,0.0
2024-07-10 20:00:00+00:00,2378.79,2381.26,2376.61,2377.76,0,0.0
2024-07-10 21:00:00+00:00,2377.72,2378.41,2370.43,2372.86,0,0.0
2024-07-10 22:00:00+00:00,2372.87,2373.43,2369.76,2372.53,0,0.0
2024-07-10 23:00:00+00:00,2372.54,2372.54,2370.45,2371.68,0,0.0
2024-07-11 00:00:00+00:00,2371.75,2372.42,2370.24,2370.87,0,0.0
2024-07-11 02:00:00+00:00,2371.96,2372.92,2371.01,2372.82,0,0.0
2024-07-11 03:00:00+00:00,2372.83,2372.88,2372.24,2372.8,0,0.0
2024-07-11 04:00:00+00:00,2372.79,2374.25,2371.35,2373.99,0,0.0
2024-07-11 05:00:00+00:00,2373.84,2376.21,2373.08,2375.79,0,0.0
2024-07-11 06:00:00+00:00,2375.78,2377.63,2374.12,2377.28,0,0.0
2024-07-11 07:00:00+00:00,2377.27,2380.19,2376.75,2378.72,0,0.0
2024-07-11 08:00:00+00:00,2378.73,2382.45,2378.63,2381.93,0,0.0
2024-07-11 09:00:00+00:00,2381.95,2383.0,2381.14,2382.47,0,0.0
2024-07-11 10:00:00+00:00,2382.48,2383.19,2378.44,2381.79,0,0.0
2024-07-11 11:00:00+00:00,2381.74,2381.98,2378.75,2379.88,0,0.0
2024-07-11 12:00:00+00:00,2379.87,2384.0,2379.55,2381.31,0,0.0
2024-07-11 13:00:00+00:00,2381.33,2384.53,2381.3,2383.94,0,0.0
2024-07-11 14:00:00+00:00,2383.93,2383.94,2380.4,2382.22,0,0.0
2024-07-11 15:00:00+00:00,2382.13,2383.29,2378.97,2380.74,0,0.0
2024-07-11 16:00:00+00:00,2380.73,2409.73,2378.53,2406.26,0,0.0
2024-07-11 17:00:00+00:00,2406.15,2412.97,2395.73,2406.51,0,0.0
2024-07-11 18:00:00+00:00,2406.55,2417.88,2404.29,2417.65,0,0.0
2024-07-11 19:00:00+00:00,2417.55,2424.52,2412.36,2417.12,0,0.0
2024-07-11 20:00:00+00:00,2417.21,2419.05,2411.57,2411.59,0,0.0
2024-07-11 21:00:00+00:00,2411.71,2416.69,2410.04,2413.69,0,0.0
2024-07-11 22:00:00+00:00,2413.7,2416.45,2412.84,2416.3,0,0.0
2024-07-11 23:00:00+00:00,2416.28,2418.66,2414.1,2414.36,0,0.0
2024-07-12 00:00:00+00:00,2414.13,2415.21,2413.17,2415.07,0,0.0
2024-07-12 02:00:00+00:00,2412.75,2413.98,2410.74,2413.89,0,0.0
2024-07-12 03:00:00+00:00,2413.88,2415.93,2411.86,2415.8,0,0.0
2024-07-12 04:00:00+00:00,2415.8,2416.16,2410.93,2411.65,0,0.0
2024-07-12 05:00:00+00:00,2411.65,2414.19,2406.98,2407.76,0,0.0
2024-07-12 06:00:00+00:00,2407.85,2410.82,2406.59,2409.45,0,0.0
2024-07-12 07:00:00+00:00,2409.44,2410.08,2408.55,2408.73,0,0.0
2024-07-12 08:00:00+00:00,2408.74,2409.9,2408.03,2408.46,0,0.0
2024-07-12 09:00:00+00:00,2408.46,2409.97,2405.32,2407.93,0,0.0
2024-07-12 10:00:00+00:00,2407.92,2408.16,2402.14,2404.02,0,0.0
2024-07-12 11:00:00+00:00,2404.03,2405.44,2400.23,2404.05,0,0.0
2024-07-12 12:00:00+00:00,2404.05,2408.11,2403.66,2407.36,0,0.0
2024-07-12 13:00:00+00:00,2407.3,2408.23,2403.1,2404.83,0,0.0
2024-07-12 14:00:00+00:00,2404.83,2405.4,2399.8,2400.15,0,0.0
2024-07-12 15:00:00+00:00,2400.14,2402.68,2398.19,2401.67,0,0.0
2024-07-12 16:00:00+00:00,2401.62,2404.29,2391.3,2397.93,0,0.0
2024-07-12 17:00:00+00:00,2398.02,2405.63,2396.77,2403.68,0,0.0
2024-07-12 18:00:00+00:00,2403.74,2410.82,2403.72,2408.88,0,0.0
2024-07-12 19:00:00+00:00,2408.99,2413.73,2408.09,2411.64,0,0.0
2024-07-12 20:00:00+00:00,2411.69,2416.88,2411.57,2415.86,0,0.0
2024-07-12 21:00:00+00:00,2415.75,2418.12,2414.44,2417.69,0,0.0
2024-07-12 22:00:00+00:00,2417.65,2417.9,2413.91,2414.23,0,0.0
2024-07-12 23:00:00+00:00,2414.26,2414.79,2412.04,2412.54,0,0.0
2024-07-13 00:00:00+00:00,2412.4,2412.4,2410.82,2410.82,0,0.0
2024-07-15 02:00:00+00:00,2411.36,2412.05,2406.84,2407.51,0,0.0
2024-07-15 03:00:00+00:00,2407.52,2408.67,2405.63,2408.61,0,0.0
2024-07-15 04:00:00+00:00,2408.64,2408.89,2406.14,2408.45,0,0.0
2024-07-15 05:00:00+00:00,2408.55,2410.3,2404.91,2409.97,0,0.0
2024-07-15 06:00:00+00:00,2410.0,2410.89,2408.14,2409.14,0,0.0
2024-07-15 07:00:00+00:00,2409.13,2411.87,2408.58,2411.51,0,0.0
2024-07-15 08:00:00+00:00,2411.51,2413.23,2410.52,2411.33,0,0.0
2024-07-15 09:00:00+00:00,2411.34,2413.97,2407.84,2408.0,0,0.0
2024-07-15 10:00:00+00:00,2407.99,2408.13,2401.99,2403.0,0,0.0
2024-07-15 11:00:00+00:00,2403.12,2407.88,2401.25,2407.84,0,0.0
2024-07-15 12:00:00+00:00,2407.85,2412.02,2406.85,2411.95,0,0.0
2024-07-15 13:00:00+00:00,2411.95,2412.49,2407.71,2410.62,0,0.0
2024-07-15 14:00:00+00:00,2410.62,2415.7,2410.61,2414.7,0,0.0
2024-07-15 15:00:00+00:00,2414.69,2420.29,2414.44,2418.24,0,0.0
2024-07-15 16:00:00+00:00,2418.25,2420.79,2413.42,2414.81,0,0.0
2024-07-15 17:00:00+00:00,2414.8,2419.21,2411.45,2419.02,0,0.0
2024-07-15 18:00:00+00:00,2419.02,2431.97,2418.03,2431.52,0,0.0
2024-07-15 19:00:00+00:00,2431.51,2437.44,2431.28,2433.3,0,0.0
2024-07-15 20:00:00+00:00,2433.27,2439.57,2429.46,2430.11,0,0.0
2024-07-15 21:00:00+00:00,2430.09,2430.13,2420.46,2421.4,0,0.0
2024-07-15 22:00:00+00:00,2421.43,2424.8,2419.63,2422.43,0,0.0
2024-07-15 23:00:00+00:00,2422.43,2423.22,2420.23,2420.96,0,0.0
2024-07-16 00:00:00+00:00,2420.98,2422.36,2420.66,2421.99,0,0.0
2024-07-16 02:00:00+00:00,2421.91,2421.91,2420.84,2420.87,0,0.0
2024-07-16 03:00:00+00:00,2420.88,2422.7,2420.84,2422.53,0,0.0
2024-07-16 04:00:00+00:00,2422.53,2422.82,2419.95,2421.0,0,0.0
2024-07-16 05:00:00+00:00,2421.0,2427.68,2420.98,2427.11,0,0.0
2024-07-16 06:00:00+00:00,2427.11,2430.24,2426.05,2430.14,0,0.0
2024-07-16 07:00:00+00:00,2430.15,2431.46,2426.59,2428.53,0,0.0
2024-07-16 08:00:00+00:00,2428.54,2429.45,2425.06,2429.24,0,0.0
2024-07-16 09:00:00+00:00,2429.22,2432.79,2428.13,2431.78,0,0.0
2024-07-16 10:00:00+00:00,2431.77,2433.85,2428.03,2433.8,0,0.0
2024-07-16 11:00:00+00:00,2433.89,2439.21,2432.52,2436.88,0,0.0
2024-07-16 12:00:00+00:00,2436.88,2438.49,2433.59,2436.48,0,0.0
2024-07-16 13:00:00+00:00,2436.5,2443.29,2435.01,2442.35,0,0.0
2024-07-16 14:00:00+00:00,2442.36,2443.28,2439.59,2440.04,0,0.0
2024-07-16 15:00:00+00:00,2440.09,2442.39,2438.07,2439.45,0,0.0
2024-07-16 16:00:00+00:00,2439.47,2443.98,2429.29,2432.47,0,0.0
2024-07-16 17:00:00+00:00,2432.42,2447.93,2430.95,2442.71,0,0.0
2024-07-16 18:00:00+00:00,2442.72,2454.0,2440.52,2452.03,0,0.0
2024-07-16 19:00:00+00:00,2452.11,2465.22,2451.81,2463.07,0,0.0
2024-07-16 20:00:00+00:00,2463.09,2463.56,2457.74,2459.03,0,0.0
2024-07-16 21:00:00+00:00,2459.02,2466.28,2458.61,2464.65,0,0.0
2024-07-16 22:00:00+00:00,2464.66,2466.55,2462.36,2465.26,0,0.0
2024-07-16 23:00:00+00:00,2465.27,2468.55,2463.09,2468.39,0,0.0
2024-07-17 00:00:00+00:00,2468.45,2469.68,2466.75,2468.47,0,0.0
2024-07-17 02:00:00+00:00,2467.41,2469.71,2465.95,2468.89,0,0.0
2024-07-17 03:00:00+00:00,2468.89,2469.64,2467.33,2468.17,0,0.0
2024-07-17 04:00:00+00:00,2468.15,2473.15,2466.09,2468.69,0,0.0
2024-07-17 05:00:00+00:00,2468.68,2481.23,2468.47,2479.45,0,0.0
2024-07-17 06:00:00+00:00,2479.57,2482.27,2469.52,2474.56,0,0.0
2024-07-17 07:00:00+00:00,2474.48,2474.48,2463.91,2471.73,0,0.0
2024-07-17 08:00:00+00:00,2471.74,2472.58,2467.35,2467.57,0,0.0
2024-07-17 09:00:00+00:00,2467.55,2470.95,2465.2,2465.36,0,0.0
2024-07-17 10:00:00+00:00,2465.32,2467.48,2461.77,2466.2,0,0.0
2024-07-17 11:00:00+00:00,2466.24,2474.23,2464.11,2474.05,0,0.0
2024-07-17 12:00:00+00:00,2474.04,2478.86,2471.41,2474.86,0,0.0
2024-07-17 13:00:00+00:00,2474.89,2475.31,2469.78,2474.94,0,0.0
2024-07-17 14:00:00+00:00,2474.96,2476.32,2466.61,2467.73,0,0.0
2024-07-17 15:00:00+00:00,2467.73,2473.15,2467.17,2470.01,0,0.0
2024-07-17 16:00:00+00:00,2470.01,2475.3,2468.69,2473.28,0,0.0
2024-07-17 17:00:00+00:00,2473.22,2483.35,2471.2,2482.9,0,0.0
2024-07-17 18:00:00+00:00,2482.89,2483.66,2461.06,2463.61,0,0.0
2024-07-17 19:00:00+00:00,2463.62,2465.88,2457.86,2463.47,0,0.0
2024-07-17 20:00:00+00:00,2463.49,2465.06,2452.77,2455.66,0,0.0
2024-07-17 21:00:00+00:00,2455.67,2459.27,2451.92,2452.6,0,0.0
2024-07-17 22:00:00+00:00,2452.59,2458.05,2451.54,2457.76,0,0.0
2024-07-17 23:00:00+00:00,2457.77,2460.4,2456.81,2457.85,0,0.0
2024-07-18 00:00:00+00:00,2457.9,2459.44,2457.25,2458.47,0,0.0
2024-07-18 02:00:00+00:00,2458.58,2459.47,2457.95,2459.17,0,0.0
2024-07-18 03:00:00+00:00,2459.2,2461.73,2459.11,2461.2,0,0.0
2024-07-18 04:00:00+00:00,2461.21,2461.32,2457.36,2458.75,0,0.0
2024-07-18 05:00:00+00:00,2458.75,2464.05,2457.51,2462.43,0,0.0
2024-07-18 06:00:00+00:00,2462.43,2465.97,2460.29,2465.56,0,0.0
2024-07-18 07:00:00+00:00,2465.55,2468.9,2465.21,2467.9,0,0.0
2024-07-18 08:00:00+00:00,2467.9,2468.05,2465.04,2465.23,0,0.0
2024-07-18 09:00:00+00:00,2465.24,2469.9,2464.91,2466.95,0,0.0
2024-07-18 10:00:00+00:00,2466.95,2472.04,2464.61,2471.36,0,0.0
2024-07-18 11:00:00+00:00,2471.39,2474.9,2470.65,2471.87,0,0.0
2024-07-18 12:00:00+00:00,2471.9,2473.61,2465.44,2465.87,0,0.0
2024-07-18 13:00:00+00:00,2465.87,2467.61,2464.51,2465.55,0,0.0
2024-07-18 14:00:00+00:00,2465.52,2466.32,2461.52,2464.15,0,0.0
2024-07-18 15:00:00+00:00,2464.11,2466.28,2462.03,2464.42,0,0.0
2024-07-18 16:00:00+00:00,2464.43,2468.75,2462.51,2463.93,0,0.0
2024-07-18 17:00:00+00:00,2463.97,2466.13,2457.51,2464.97,0,0.0
2024-07-18 18:00:00+00:00,2464.99,2469.82,2460.1,2468.37,0,0.0
2024-07-18 19:00:00+00:00,2468.45,2468.98,2461.1,2461.15,0,0.0
2024-07-18 20:00:00+00:00,2461.16,2462.01,2455.83,2456.16,0,0.0
2024-07-18 21:00:00+00:00,2456.16,2457.49,2451.7,2456.16,0,0.0
2024-07-18 22:00:00+00:00,2456.17,2456.35,2450.83,2451.43,0,0.0
2024-07-18 23:00:00+00:00,2451.46,2451.73,2440.28,2442.86,0,0.0
2024-07-19 00:00:00+00:00,2442.95,2445.43,2441.27,2445.01,0,0.0
2024-07-19 02:00:00+00:00,2444.64,2445.01,2443.5,2444.28,0,0.0
2024-07-19 03:00:00+00:00,2444.27,2445.07,2441.15,2441.15,0,0.0
2024-07-19 04:00:00+00:00,2441.15,2441.22,2425.88,2434.0,0,0.0
2024-07-19 05:00:00+00:00,2433.88,2434.39,2420.18,2426.02,0,0.0
